#,date,daily_events,in,mm
1,4/27/2007,3,0.03,0.6
2,4/28/2007,0,0,0
3,4/29/2007,0,0,0
4,4/30/2007,0,0,0
5,5/1/2007,2,0.02,0.4
6,5/2/2007,18,0.18,3.6
7,5/3/2007,11,0.11,2.2
8,5/4/2007,4,0.04,0.8
9,5/5/2007,0,0,0
10,5/6/2007,0,0,0
11,5/7/2007,0,0,0
12,5/8/2007,0,0,0
13,5/9/2007,0,0,0
14,5/10/2007,0,0,0
15,5/11/2007,0,0,0
16,5/12/2007,0,0,0
17,5/13/2007,0,0,0
18,5/14/2007,0,0,0
19,5/15/2007,0,0,0
20,5/16/2007,0,0,0
21,5/17/2007,0,0,0
22,5/18/2007,0,0,0
23,5/19/2007,0,0,0
24,5/20/2007,0,0,0
25,5/21/2007,0,0,0
26,5/22/2007,0,0,0
27,5/23/2007,0,0,0
28,5/24/2007,0,0,0
29,5/25/2007,0,0,0
30,5/26/2007,0,0,0
31,5/27/2007,0,0,0
32,5/28/2007,0,0,0
33,5/29/2007,0,0,0
34,5/30/2007,0,0,0
35,5/31/2007,0,0,0
36,6/1/2007,0,0,0
37,6/2/2007,0,0,0
38,6/3/2007,0,0,0
39,6/4/2007,0,0,0
40,6/5/2007,0,0,0
41,6/6/2007,0,0,0
42,6/7/2007,0,0,0
43,6/8/2007,0,0,0
44,6/9/2007,0,0,0
45,6/10/2007,0,0,0
46,6/11/2007,0,0,0
47,6/12/2007,0,0,0
48,6/13/2007,0,0,0
49,6/14/2007,0,0,0
50,6/15/2007,0,0,0
51,6/16/2007,0,0,0
52,6/17/2007,0,0,0
53,6/18/2007,0,0,0
54,6/19/2007,0,0,0
55,6/20/2007,0,0,0
56,6/21/2007,0,0,0
57,6/22/2007,0,0,0
58,6/23/2007,0,0,0
59,6/24/2007,0,0,0
60,6/25/2007,0,0,0
61,6/26/2007,0,0,0
62,6/27/2007,0,0,0
63,6/28/2007,0,0,0
64,6/29/2007,0,0,0
65,6/30/2007,0,0,0
66,7/1/2007,0,0,0
67,7/2/2007,0,0,0
68,7/3/2007,0,0,0
69,7/4/2007,0,0,0
70,7/5/2007,0,0,0
71,7/6/2007,0,0,0
72,7/7/2007,0,0,0
73,7/8/2007,0,0,0
74,7/9/2007,0,0,0
75,7/10/2007,0,0,0
76,7/11/2007,4,0.04,0.8
77,7/12/2007,0,0,0
78,7/13/2007,0,0,0
79,7/14/2007,0,0,0
80,7/15/2007,0,0,0
81,7/16/2007,0,0,0
82,7/17/2007,0,0,0
83,7/18/2007,9,0.09,1.8
84,7/19/2007,0,0,0
85,7/20/2007,0,0,0
86,7/21/2007,0,0,0
87,7/22/2007,0,0,0
88,7/23/2007,0,0,0
89,7/24/2007,0,0,0
90,7/25/2007,0,0,0
91,7/26/2007,0,0,0
92,7/27/2007,0,0,0
93,7/28/2007,0,0,0
94,7/29/2007,0,0,0
95,7/30/2007,0,0,0
96,7/31/2007,0,0,0
97,8/1/2007,0,0,0
98,8/2/2007,0,0,0
99,8/3/2007,0,0,0
100,8/4/2007,0,0,0
101,8/5/2007,0,0,0
102,8/6/2007,0,0,0
103,8/7/2007,0,0,0
104,8/8/2007,0,0,0
105,8/9/2007,0,0,0
106,8/10/2007,0,0,0
107,8/11/2007,0,0,0
108,8/12/2007,0,0,0
109,8/13/2007,0,0,0
110,8/14/2007,0,0,0
111,8/15/2007,0,0,0
112,8/16/2007,0,0,0
113,8/17/2007,0,0,0
114,8/18/2007,0,0,0
115,8/19/2007,0,0,0
116,8/20/2007,0,0,0
117,8/21/2007,0,0,0
118,8/22/2007,0,0,0
119,8/23/2007,0,0,0
120,8/24/2007,0,0,0
121,8/25/2007,0,0,0
122,8/26/2007,0,0,0
123,8/27/2007,0,0,0
124,8/28/2007,0,0,0
125,8/29/2007,0,0,0
126,8/30/2007,0,0,0
127,8/31/2007,0,0,0
128,9/1/2007,0,0,0
129,9/2/2007,0,0,0
130,9/3/2007,0,0,0
131,9/4/2007,0,0,0
132,9/5/2007,0,0,0
133,9/6/2007,0,0,0
134,9/7/2007,0,0,0
135,9/8/2007,0,0,0
136,9/9/2007,0,0,0
137,9/10/2007,0,0,0
138,9/11/2007,0,0,0
139,9/12/2007,0,0,0
140,9/13/2007,0,0,0
141,9/14/2007,0,0,0
142,9/15/2007,0,0,0
143,9/16/2007,0,0,0
144,9/17/2007,0,0,0
145,9/18/2007,0,0,0
146,9/19/2007,3,0.03,0.6
147,9/20/2007,0,0,0
148,9/21/2007,0,0,0
149,9/22/2007,13,0.13,2.6
150,9/23/2007,0,0,0
151,9/24/2007,0,0,0
152,9/25/2007,0,0,0
153,9/26/2007,0,0,0
154,9/27/2007,0,0,0
155,9/28/2007,0,0,0
156,9/29/2007,0,0,0
157,9/30/2007,0,0,0
158,10/1/2007,2,0.02,0.4
159,10/2/2007,0,0,0
160,10/3/2007,0,0,0
161,10/4/2007,0,0,0
162,10/5/2007,0,0,0
163,10/6/2007,0,0,0
164,10/7/2007,0,0,0
165,10/8/2007,0,0,0
166,10/9/2007,53,0.53,10.6
167,10/10/2007,48,0.48,9.6
168,10/11/2007,0,0,0
169,10/12/2007,71,0.71,14.2
170,10/13/2007,0,0,0
171,10/14/2007,0,0,0
172,10/15/2007,6,0.06,1.2
173,10/16/2007,20,0.2,4
174,10/17/2007,13,0.13,2.6
175,10/18/2007,4,0.04,0.8
176,10/19/2007,38,0.38,7.6
177,10/20/2007,0,0,0
178,10/21/2007,0,0,0
179,10/22/2007,0,0,0
180,10/23/2007,0,0,0
181,10/24/2007,0,0,0
182,10/25/2007,0,0,0
183,10/26/2007,0,0,0
184,10/27/2007,0,0,0
185,10/28/2007,0,0,0
186,10/29/2007,0,0,0
187,10/30/2007,0,0,0
188,10/31/2007,0,0,0
189,11/1/2007,1,0.01,0.2
190,11/2/2007,0,0,0
191,11/3/2007,0,0,0
192,11/4/2007,0,0,0
193,11/5/2007,0,0,0
194,11/6/2007,0,0,0
195,11/7/2007,0,0,0
196,11/8/2007,1,0.01,0.2
197,11/9/2007,0,0,0
198,11/10/2007,47,0.47,9.4
199,11/11/2007,16,0.16,3.2
200,11/12/2007,0,0,0
201,11/13/2007,0,0,0
202,11/14/2007,0,0,0
203,11/15/2007,0,0,0
204,11/16/2007,0,0,0
205,11/17/2007,0,0,0
206,11/18/2007,1,0.01,0.2
207,11/19/2007,2,0.02,0.4
208,11/20/2007,0,0,0
209,11/21/2007,0,0,0
210,11/22/2007,0,0,0
211,11/23/2007,0,0,0
212,11/24/2007,0,0,0
213,11/25/2007,0,0,0
214,11/26/2007,0,0,0
215,11/27/2007,0,0,0
216,11/28/2007,0,0,0
217,11/29/2007,0,0,0
218,11/30/2007,0,0,0
219,12/1/2007,0,0,0
220,12/2/2007,0,0,0
221,12/3/2007,6,0.06,1.2
222,12/4/2007,75,0.75,15
223,12/5/2007,1,0.01,0.2
224,12/6/2007,74,0.74,14.8
225,12/7/2007,32,0.32,6.4
226,12/8/2007,0,0,0
227,12/9/2007,0,0,0
228,12/10/2007,0,0,0
229,12/11/2007,0,0,0
230,12/12/2007,0,0,0
231,12/13/2007,0,0,0
232,12/14/2007,0,0,0
233,12/15/2007,0,0,0
234,12/16/2007,24,0.24,4.8
235,12/17/2007,20,0.2,4
236,12/18/2007,105,1.05,21
237,12/19/2007,60,0.6,12
238,12/20/2007,82,0.82,16.4
239,12/21/2007,0,0,0
240,12/22/2007,0,0,0
241,12/23/2007,0,0,0
242,12/24/2007,0,0,0
243,12/25/2007,0,0,0
244,12/26/2007,0,0,0
245,12/27/2007,26,0.26,5.2
246,12/28/2007,10,0.1,2
247,12/29/2007,13,0.13,2.6
248,12/30/2007,0,0,0
249,12/31/2007,0,0,0
250,1/1/2008,0,0,0
251,1/2/2008,0,0,0
252,1/3/2008,110,1.1,22
253,1/4/2008,266,2.66,53.2
254,1/5/2008,61,0.61,12.2
255,1/6/2008,28,0.28,5.6
256,1/7/2008,9,0.09,1.8
257,1/8/2008,76,0.76,15.2
258,1/9/2008,1,0.01,0.2
259,1/10/2008,14,0.14,2.8
260,1/11/2008,2,0.02,0.4
261,1/12/2008,0,0,0
262,1/13/2008,0,0,0
263,1/14/2008,1,0.01,0.2
264,1/15/2008,0,0,0
265,1/16/2008,0,0,0
266,1/17/2008,0,0,0
267,1/18/2008,0,0,0
268,1/19/2008,0,0,0
269,1/20/2008,0,0,0
270,1/21/2008,6,0.06,1.2
271,1/22/2008,4,0.04,0.8
272,1/23/2008,6,0.06,1.2
273,1/24/2008,14,0.14,2.8
274,1/25/2008,379,3.79,75.8
275,1/26/2008,56,0.56,11.2
276,1/27/2008,64,0.64,12.8
277,1/28/2008,16,0.16,3.2
278,1/29/2008,27,0.27,5.4
279,1/30/2008,2,0.02,0.4
280,1/31/2008,127,1.27,25.4
281,2/1/2008,2,0.02,0.4
282,2/2/2008,132,1.32,26.4
283,2/3/2008,10,0.1,2
284,2/4/2008,0,0,0
285,2/5/2008,0,0,0
286,2/6/2008,0,0,0
287,2/7/2008,0,0,0
288,2/8/2008,0,0,0
289,2/9/2008,0,0,0
290,2/10/2008,0,0,0
291,2/11/2008,0,0,0
292,2/12/2008,0,0,0
293,2/13/2008,0,0,0
294,2/14/2008,0,0,0
295,2/15/2008,0,0,0
296,2/16/2008,0,0,0
297,2/17/2008,0,0,0
298,2/18/2008,0,0,0
299,2/19/2008,31,0.31,6.2
300,2/20/2008,10,0.1,2
301,2/21/2008,34,0.34,6.8
302,2/22/2008,30,0.3,6
303,2/23/2008,42,0.42,8.4
304,2/24/2008,92,0.92,18.4
305,2/25/2008,1,0.01,0.2
306,2/26/2008,0,0,0
307,2/27/2008,0,0,0
308,2/28/2008,0,0,0
309,2/29/2008,0,0,0
310,3/1/2008,0,0,0
311,3/2/2008,0,0,0
312,3/3/2008,0,0,0
313,3/4/2008,0,0,0
314,3/5/2008,0,0,0
