#,date,daily_events,in,mm
1,10/29/2004,1,0.01,0.2
2,10/30/2004,0,0,0
3,10/31/2004,0,0,0
4,11/1/2004,0,0,0
5,11/2/2004,0,0,0
6,11/3/2004,6,0.06,1.2
7,11/4/2004,0,0,0
8,11/5/2004,0,0,0
9,11/6/2004,0,0,0
10,11/7/2004,0,0,0
11,11/8/2004,0,0,0
12,11/9/2004,6,0.06,1.2
13,11/10/2004,20,0.2,4
14,11/11/2004,77,0.77,15.4
15,11/12/2004,1,0.01,0.2
16,11/13/2004,0,0,0
17,11/14/2004,0,0,0
18,11/15/2004,0,0,0
19,11/16/2004,0,0,0
20,11/17/2004,0,0,0
21,11/18/2004,0,0,0
22,11/19/2004,0,0,0
23,11/20/2004,0,0,0
24,11/21/2004,0,0,0
25,11/22/2004,0,0,0
26,11/23/2004,0,0,0
27,11/24/2004,0,0,0
28,11/25/2004,0,0,0
29,11/26/2004,0,0,0
30,11/27/2004,71,0.71,14.2
31,11/28/2004,0,0,0
32,11/29/2004,0,0,0
33,11/30/2004,0,0,0
34,12/1/2004,0,0,0
35,12/2/2004,0,0,0
36,12/3/2004,0,0,0
37,12/4/2004,0,0,0
38,12/5/2004,0,0,0
39,12/6/2004,41,0.41,8.2
40,12/7/2004,104,1.04,20.8
41,12/8/2004,165,1.65,33
42,12/9/2004,10,0.1,2
43,12/10/2004,0,0,0
44,12/11/2004,0,0,0
45,12/12/2004,1,0.01,0.2
46,12/13/2004,0,0,0
47,12/14/2004,0,0,0
48,12/15/2004,0,0,0
49,12/16/2004,0,0,0
50,12/17/2004,0,0,0
51,12/18/2004,0,0,0
52,12/19/2004,0,0,0
53,12/20/2004,0,0,0
54,12/21/2004,0,0,0
55,12/22/2004,0,0,0
56,12/23/2004,0,0,0
57,12/24/2004,0,0,0
58,12/25/2004,0,0,0
59,12/26/2004,140,1.4,28
60,12/27/2004,319,3.19,63.8
61,12/28/2004,39,0.39,7.8
62,12/29/2004,56,0.56,11.2
63,12/30/2004,73,0.73,14.6
64,12/31/2004,40,0.4,8
65,1/1/2005,20,0.2,4
66,1/2/2005,65,0.65,13
67,1/3/2005,16,0.16,3.2
68,1/4/2005,2,0.02,0.4
69,1/5/2005,8,0.08,1.6
70,1/6/2005,0,0,0
71,1/7/2005,82,0.82,16.4
72,1/8/2005,18,0.18,3.6
73,1/9/2005,0,0,0
74,1/10/2005,53,0.53,10.6
75,1/11/2005,37,0.37,7.4
76,1/12/2005,0,0,0
77,1/13/2005,0,0,0
78,1/14/2005,1,0.01,0.2
79,1/15/2005,0,0,0
80,1/16/2005,0,0,0
81,1/17/2005,0,0,0
82,1/18/2005,0,0,0
83,1/19/2005,1,0.01,0.2
