#,date,daily_events,in,mm
1,9/20/2003,1,0.01,0.2
2,9/21/2003,0,0,0
3,9/22/2003,0,0,0
4,9/23/2003,0,0,0
5,9/24/2003,0,0,0
6,9/25/2003,0,0,0
7,9/26/2003,0,0,0
8,9/27/2003,0,0,0
9,9/28/2003,0,0,0
10,9/29/2003,0,0,0
11,9/30/2003,0,0,0
12,10/1/2003,0,0,0
13,10/2/2003,0,0,0
14,10/3/2003,0,0,0
15,10/4/2003,0,0,0
16,10/5/2003,0,0,0
17,10/6/2003,0,0,0
18,10/7/2003,0,0,0
19,10/8/2003,0,0,0
20,10/9/2003,0,0,0
21,10/10/2003,0,0,0
22,10/11/2003,0,0,0
23,10/12/2003,0,0,0
24,10/13/2003,0,0,0
25,10/14/2003,0,0,0
26,10/15/2003,0,0,0
27,10/16/2003,0,0,0
28,10/17/2003,0,0,0
29,10/18/2003,0,0,0
30,10/19/2003,0,0,0
31,10/20/2003,0,0,0
32,10/21/2003,0,0,0
33,10/22/2003,0,0,0
34,10/23/2003,0,0,0
35,10/24/2003,0,0,0
36,10/25/2003,0,0,0
37,10/26/2003,0,0,0
38,10/27/2003,0,0,0
39,10/28/2003,0,0,0
40,10/29/2003,0,0,0
41,10/30/2003,0,0,0
42,10/31/2003,0,0,0
43,11/1/2003,0,0,0
44,11/2/2003,106,1.06,21.2
45,11/3/2003,1,0.01,0.2
46,11/4/2003,0,0,0
47,11/5/2003,4,0.04,0.8
48,11/6/2003,32,0.32,6.4
49,11/7/2003,3,0.03,0.6
50,11/8/2003,182,1.82,36.4
51,11/9/2003,47,0.47,9.4
52,11/10/2003,1,0.01,0.2
53,11/11/2003,0,0,0
54,11/12/2003,0,0,0
55,11/13/2003,0,0,0
56,11/14/2003,33,0.33,6.6
57,11/15/2003,10,0.1,2
58,11/16/2003,3,0.03,0.6
59,11/17/2003,5,0.05,1
60,11/18/2003,0,0,0
61,11/19/2003,0,0,0
62,11/20/2003,0,0,0
63,11/21/2003,0,0,0
64,11/22/2003,0,0,0
65,11/23/2003,0,0,0
66,11/24/2003,0,0,0
67,11/25/2003,0,0,0
68,11/26/2003,0,0,0
69,11/27/2003,0,0,0
70,11/28/2003,6,0.06,1.2
71,11/29/2003,19,0.19,3.8
72,11/30/2003,69,0.69,13.8
73,12/1/2003,81,0.81,16.2
74,12/2/2003,17,0.17,3.4
75,12/3/2003,0,0,0
76,12/4/2003,21,0.21,4.2
77,12/5/2003,44,0.44,8.8
78,12/6/2003,140,1.4,28
79,12/7/2003,2,0.02,0.4
80,12/8/2003,0,0,0
81,12/9/2003,84,0.84,16.8
82,12/10/2003,70,0.7,14
83,12/11/2003,0,0,0
84,12/12/2003,35,0.35,7
85,12/13/2003,41,0.41,8.2
86,12/14/2003,72,0.72,14.4
87,12/15/2003,0,0,0
88,12/16/2003,0,0,0
89,12/17/2003,0,0,0
90,12/18/2003,0,0,0
91,12/19/2003,56,0.56,11.2
92,12/20/2003,63,0.63,12.6
93,12/21/2003,0,0,0
94,12/22/2003,0,0,0
95,12/23/2003,46,0.46,9.2
96,12/24/2003,214,2.14,42.8
97,12/25/2003,0,0,0
98,12/26/2003,1,0.01,0.2
99,12/27/2003,0,0,0
100,12/28/2003,6,0.06,1.2
101,12/29/2003,442,4.42,88.4
102,12/30/2003,3,0.03,0.6
103,12/31/2003,2,0.02,0.4
104,1/1/2004,160,1.6,32
105,1/2/2004,37,0.37,7.4
106,1/3/2004,1,0.01,0.2
107,1/4/2004,1,0.01,0.2
108,1/5/2004,0,0,0
109,1/6/2004,4,0.04,0.8
110,1/7/2004,28,0.28,5.6
111,1/8/2004,6,0.06,1.2
112,1/9/2004,81,0.81,16.2
113,1/10/2004,0,0,0
114,1/11/2004,0,0,0
115,1/12/2004,0,0,0
116,1/13/2004,0,0,0
117,1/14/2004,8,0.08,1.6
118,1/15/2004,0,0,0
119,1/16/2004,0,0,0
120,1/17/2004,0,0,0
121,1/18/2004,0,0,0
122,1/19/2004,0,0,0
123,1/20/2004,0,0,0
124,1/21/2004,0,0,0
125,1/22/2004,0,0,0
126,1/23/2004,5,0.05,1
127,1/24/2004,12,0.12,2.4
128,1/25/2004,0,0,0
129,1/26/2004,7,0.07,1.4
130,1/27/2004,59,0.59,11.8
131,1/28/2004,1,0.01,0.2
132,1/29/2004,0,0,0
133,1/30/2004,13,0.13,2.6
134,1/31/2004,0,0,0
135,2/1/2004,15,0.15,3
136,2/2/2004,118,1.18,23.6
137,2/3/2004,35,0.35,7
138,2/4/2004,0,0,0
139,2/5/2004,0,0,0
140,2/6/2004,23,0.23,4.6
141,2/7/2004,1,0.01,0.2
142,2/8/2004,0,0,0
143,2/9/2004,0,0,0
144,2/10/2004,0,0,0
145,2/11/2004,0,0,0
146,2/12/2004,0,0,0
147,2/13/2004,10,0.1,2
148,2/14/2004,1,0.01,0.2
149,2/15/2004,8,0.08,1.6
150,2/16/2004,369,3.69,73.8
151,2/17/2004,280,2.8,56
152,2/18/2004,25,0.25,5
153,2/19/2004,0,0,0
154,2/20/2004,1,0.01,0.2
155,2/21/2004,1,0.01,0.2
156,2/22/2004,25,0.25,5
157,2/23/2004,1,0.01,0.2
158,2/24/2004,22,0.22,4.4
159,2/25/2004,233,2.33,46.6
160,2/26/2004,46,0.46,9.2
161,2/27/2004,3,0.03,0.6
162,2/28/2004,0,0,0
163,2/29/2004,1,0.01,0.2
164,3/1/2004,45,0.45,9
165,3/2/2004,0,0,0
166,3/3/2004,0,0,0
167,3/4/2004,0,0,0
168,3/5/2004,0,0,0
169,3/6/2004,0,0,0
170,3/7/2004,0,0,0
171,3/8/2004,0,0,0
172,3/9/2004,0,0,0
173,3/10/2004,0,0,0
174,3/11/2004,0,0,0
175,3/12/2004,0,0,0
176,3/13/2004,0,0,0
177,3/14/2004,0,0,0
178,3/15/2004,0,0,0
179,3/16/2004,0,0,0
180,3/17/2004,0,0,0
181,3/18/2004,0,0,0
182,3/19/2004,0,0,0
183,3/20/2004,0,0,0
184,3/21/2004,0,0,0
185,3/22/2004,0,0,0
186,3/23/2004,0,0,0
187,3/24/2004,0,0,0
188,3/25/2004,104,1.04,20.8
189,3/26/2004,20,0.2,4
190,3/27/2004,20,0.2,4
191,3/28/2004,0,0,0
192,3/29/2004,0,0,0
193,3/30/2004,0,0,0
194,3/31/2004,0,0,0
195,4/1/2004,0,0,0
196,4/2/2004,0,0,0
197,4/3/2004,0,0,0
198,4/4/2004,0,0,0
199,4/5/2004,0,0,0
200,4/6/2004,0,0,0
201,4/7/2004,0,0,0
202,4/8/2004,0,0,0
203,4/9/2004,0,0,0
204,4/10/2004,0,0,0
205,4/11/2004,0,0,0
206,4/12/2004,0,0,0
207,4/13/2004,0,0,0
208,4/14/2004,4,0.04,0.8
209,4/15/2004,1,0.01,0.2
210,4/16/2004,0,0,0
211,4/17/2004,0,0,0
212,4/18/2004,23,0.23,4.6
213,4/19/2004,52,0.52,10.4
214,4/20/2004,18,0.18,3.6
215,4/21/2004,14,0.14,2.8
216,4/22/2004,0,0,0
217,4/23/2004,0,0,0
218,4/24/2004,0,0,0
219,4/25/2004,0,0,0
220,4/26/2004,0,0,0
221,4/27/2004,0,0,0
222,4/28/2004,0,0,0
223,4/29/2004,0,0,0
224,4/30/2004,0,0,0
225,5/1/2004,0,0,0
226,5/2/2004,0,0,0
227,5/3/2004,0,0,0
228,5/4/2004,0,0,0
229,5/5/2004,0,0,0
230,5/6/2004,0,0,0
231,5/7/2004,0,0,0
232,5/8/2004,0,0,0
233,5/9/2004,0,0,0
234,5/10/2004,0,0,0
235,5/11/2004,0,0,0
236,5/12/2004,0,0,0
237,5/13/2004,1,0.01,0.2
