Date,TemperatureHighF,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn,stationid,lat_dd,lon_dd,elev_wund
2014-2-11,62.5,50.2,40.5,52.2,46.7,39.4,97,88,66,30.26,30.17,4,1,9,0.01,kcasanta225,38.462,-122.629,460
2014-2-12,58,50.2,44.4,51.6,47.8,43.6,98,92,75,30.29,30.19,2,0,5,0,kcasanta225,38.462,-122.629,460
2014-2-13,66.8,56,49.4,58.6,53.4,48.6,98,92,74,30.24,30.1,4,0,11,0.01,kcasanta225,38.462,-122.629,460
2014-2-14,62.9,56.5,53.2,56.4,53.4,51.9,98,90,70,30.18,30.06,4,0,9,0.04,kcasanta225,38.462,-122.629,460
2014-2-15,56.4,54.1,52.8,53.4,52.3,51.5,97,94,86,30.06,29.97,5,1,12,0.1,kcasanta225,38.462,-122.629,460
2014-2-16,64.6,51.4,40.6,51.7,43.7,39.3,97,78,42,30.22,30.02,4,1,10,0,kcasanta225,38.462,-122.629,460
2014-2-17,64,48.8,36.3,45.2,40.5,34.3,95,76,41,30.2,30.1,3,1,9,0.01,kcasanta225,38.462,-122.629,460
2014-2-18,63.4,50.6,40.3,50.6,44.7,38.2,94,81,54,30.22,30.09,4,1,9,0,kcasanta225,38.462,-122.629,460
2014-2-19,65.8,53.8,43,50.7,44.3,39.1,95,73,41,30.22,30.08,5,1,10,0,kcasanta225,38.462,-122.629,460
2014-2-20,71.2,52.2,39.3,46,41,36.1,93,69,32,30.24,30.12,5,1,9,0,kcasanta225,38.462,-122.629,460
2014-2-21,70.9,54.9,41.2,47,42.4,37.6,89,67,32,30.13,29.98,4,1,9,0,kcasanta225,38.462,-122.629,460
2014-2-22,69.8,53.3,40.9,49.4,43.8,37.6,96,73,39,30.02,29.93,4,1,11,0,kcasanta225,38.462,-122.629,460
2014-2-23,44.3,43.8,43.4,43.2,42.6,42.3,96,96,95,29.99,29.98,1,1,2,0,kcasanta225,38.462,-122.629,460
2014-2-24,74,62.5,47.7,51.5,46.6,42.6,83,58,37,30.01,29.9,4,2,9,0,kcasanta225,38.462,-122.629,460
2014-2-25,64.3,50.5,40.9,52.3,45.3,38.3,95,83,63,29.99,29.91,5,1,11,0,kcasanta225,38.462,-122.629,460
2014-2-26,55.7,52.6,48.4,53.6,50.4,45.3,96,92,88,29.98,29.65,19,4,19,1.27,kcasanta225,38.462,-122.629,460
2014-2-27,61.6,56,52.2,51,48.5,42.7,91,77,56,29.89,29.51,17,4,25,0.01,kcasanta225,38.462,-122.629,460
2014-2-28,58.5,52.9,49.8,53.2,49.2,43.9,95,88,60,29.53,29.37,18,5,35,1.11,kcasanta225,38.462,-122.629,460
2014-3-1,53.1,51.9,50.8,48.4,47.8,46.8,90,86,79,29.52,29.49,15,6,27,0.02,kcasanta225,38.462,-122.629,460
2014-3-2,57.5,53.3,49.4,54.4,50.7,48,95,91,82,30.17,29.95,5,2,7,0.01,kcasanta225,38.462,-122.629,460
2014-3-3,55.5,52.4,49.8,51.3,50.1,48.4,96,92,84,30.16,30.04,7,4,12,0.4,kcasanta225,38.462,-122.629,460
2014-3-4,62.7,55.9,50.5,55,52,48.7,96,87,71,30.13,30.06,6,2,10,0,kcasanta225,38.462,-122.629,460
2014-3-5,62.4,57.1,54,55.9,54,52,96,90,75,30.1,29.97,5,2,8,0.55,kcasanta225,38.462,-122.629,460
2014-3-6,63.9,54.7,46.2,56,50.5,44.8,98,87,63,30.21,30.03,7,2,11,0,kcasanta225,38.462,-122.629,460
2014-3-7,69,53.7,42,50.2,45.3,40.1,94,76,43,30.2,30.1,5,2,7,0.01,kcasanta225,38.462,-122.629,460
2014-3-8,72.3,57,41.7,52.7,47.2,39.8,95,73,40,30.21,30.12,3,1,7,0,kcasanta225,38.462,-122.629,460
2014-3-9,71,60,51.4,56,50,43.8,88,71,52,30.2,30.07,4,1,5,0,kcasanta225,38.462,-122.629,460
2014-3-10,69.1,57.9,47.7,52.2,45.9,39.9,96,68,36,30.25,30.09,5,1,9,0.08,kcasanta225,38.462,-122.629,460
2014-3-11,71.2,61.2,45.2,41.1,26.3,17.5,82,30,17,30.23,30.03,8,3,15,0,kcasanta225,38.462,-122.629,460
2014-3-12,72.5,62.7,52.2,31.8,24.5,17.1,43,24,14,30.14,30.01,11,4,18,0,kcasanta225,38.462,-122.629,460
2014-3-13,76.8,59.5,44.1,45.2,35.5,27,80,44,18,30.06,29.97,7,2,12,0,kcasanta225,38.462,-122.629,460
2014-3-14,75.3,57,40.3,51.1,44.2,35.8,91,65,33,30.23,30.04,4,1,7,0,kcasanta225,38.462,-122.629,460
2014-3-15,79.4,60.9,44.2,51.1,45,38.4,90,61,24,30.31,30.22,4,1,7,0,kcasanta225,38.462,-122.629,460
2014-3-16,77.5,58.5,43,47.8,41.8,36.1,83,57,23,30.31,30.18,4,1,5,0,kcasanta225,38.462,-122.629,460
2014-3-17,70.2,55.7,45.3,47.4,43.2,40.3,89,65,37,30.21,29.99,5,1,8,0,kcasanta225,38.462,-122.629,460
2014-3-18,72.6,55.1,39.5,41.6,35.4,27.5,82,52,24,30,29.92,6,2,10,0,kcasanta225,38.462,-122.629,460
2014-3-19,75.1,56.7,39.6,41.2,35.5,29.8,69,48,26,30.09,29.98,6,2,7,0,kcasanta225,38.462,-122.629,460
2014-3-20,74.4,56.7,43.6,44.7,39.8,31.2,89,58,22,30.06,29.94,5,1,10,0,kcasanta225,38.462,-122.629,460
2014-3-21,68.4,49.7,35.5,50.3,41.5,30.3,92,75,50,30,29.94,6,1,9,0,kcasanta225,38.462,-122.629,460
2014-3-22,68.6,52,37.1,49.4,41.6,34.8,95,71,40,30.11,29.99,4,1,7,0,kcasanta225,38.462,-122.629,460
2014-3-23,71.8,54,41.4,51.2,44.7,38.4,94,74,38,30.17,30.09,3,1,7,0,kcasanta225,38.462,-122.629,460
2014-3-24,76.5,55.7,38.7,48.5,39.2,29.4,95,62,20,30.16,30.02,4,1,9,0,kcasanta225,38.462,-122.629,460
2014-3-25,60.4,48.9,36.9,53.1,43.1,28.3,95,81,52,30.04,29.86,5,1,7,0.16,kcasanta225,38.462,-122.629,460
2014-3-26,60.1,51.1,46.7,52.3,46.8,44.8,96,86,63,29.96,29.8,7,2,12,0.61,kcasanta225,38.462,-122.629,460
2014-3-27,58.5,52,47.1,51.2,48.2,45.9,96,87,67,30.13,29.96,5,1,9,0.09,kcasanta225,38.462,-122.629,460
2014-3-28,63.1,55.2,50.5,53.6,51,49.2,96,86,64,30.18,30.11,6,2,10,0.02,kcasanta225,38.462,-122.629,460
2014-3-29,56.4,52.8,44.7,53.6,50.4,43.5,96,92,85,30.1,30,5,2,10,1.07,kcasanta225,38.462,-122.629,460
2014-3-30,60.4,48.9,37.8,47.7,42.3,36.5,97,80,52,30.12,30.03,7,2,12,0.01,kcasanta225,38.462,-122.629,460
2014-3-31,49.9,45,40.4,46,42.6,38.5,96,91,82,30.08,29.83,8,2,14,0.84,kcasanta225,38.462,-122.629,460
2014-4-1,52,44.1,41.3,47.8,42.1,40,96,93,80,29.95,29.83,7,2,10,1.27,kcasanta225,38.462,-122.629,460
2014-4-2,62.3,49.8,41.7,48.1,42.7,39,95,78,52,30.11,29.88,6,2,8,0.01,kcasanta225,38.462,-122.629,460
2014-4-3,62.9,49.5,39.6,48.8,43.2,38,95,80,56,30.13,30.04,6,1,10,0,kcasanta225,38.462,-122.629,460
2014-4-4,57.3,49.5,46,50.3,46.7,44.1,96,90,73,30.07,29.98,4,1,7,0.65,kcasanta225,38.462,-122.629,460
2014-4-5,68.6,53.9,40,51.3,46.3,38.6,96,78,49,30.2,30.06,5,2,9,0.01,kcasanta225,38.462,-122.629,460
2014-4-6,78.3,60.8,43.5,55.5,49.3,41.6,95,70,39,30.24,30.1,5,2,8,0,kcasanta225,38.462,-122.629,460
2014-4-7,84.2,65.9,49.2,56.9,51.7,46.7,93,64,30,30.16,30.06,5,2,9,0,kcasanta225,38.462,-122.629,460
2014-4-8,82.5,65.5,50.2,61.5,54.3,47.4,93,70,45,30.1,30.01,4,1,6,0,kcasanta225,38.462,-122.629,460
2014-4-9,72.3,56,46.8,57.8,50,45.4,96,82,49,30.08,29.99,4,1,7,0,kcasanta225,38.462,-122.629,460
2014-4-10,79.3,58.6,43.7,61.1,50.4,42.6,97,77,46,30.03,29.89,4,1,5,0,kcasanta225,38.462,-122.629,460
2014-4-11,67.3,53.8,46.7,56.2,49.4,45.1,97,86,66,29.95,29.86,3,1,5,0,kcasanta225,38.462,-122.629,460
2014-4-12,65.6,53.8,49.1,52.7,47.8,45.6,92,81,60,29.94,29.87,4,2,7,0,kcasanta225,38.462,-122.629,460
2014-4-13,73.2,57.3,48.5,58.5,50.3,46.3,93,79,53,30.05,29.94,4,1,8,0,kcasanta225,38.462,-122.629,460
2014-4-14,74.8,55.7,41.6,59.8,49.5,40.5,97,82,50,30.11,30.01,4,1,7,0,kcasanta225,38.462,-122.629,460
2014-4-15,73.6,58,46.1,57,50.1,45,97,78,47,30.07,29.88,4,1,9,0,kcasanta225,38.462,-122.629,460
2014-4-16,78.7,61.5,45.6,54,48,43.3,95,66,33,29.92,29.8,5,1,7,0,kcasanta225,38.462,-122.629,460
2014-4-17,77.2,60.7,47.3,56.8,47.7,42,93,65,34,29.86,29.78,4,1,8,0,kcasanta225,38.462,-122.629,460
2014-4-18,73.4,59.2,46.8,52.5,47.4,42.8,92,67,44,29.92,29.85,6,1,9,0,kcasanta225,38.462,-122.629,460
2014-4-19,69.7,55.9,42.5,54.3,46.9,39.1,96,75,38,30.11,29.91,7,2,10,0,kcasanta225,38.462,-122.629,460
2014-4-20,81.8,61.9,45.1,53.7,46.2,39.4,94,63,25,30.15,30.04,6,1,8,0,kcasanta225,38.462,-122.629,460
2014-4-21,70.9,56.5,46.6,49.2,41.8,33.5,87,59,31,30.07,29.96,5,1,7,0,kcasanta225,38.462,-122.629,460
2014-4-22,65.1,55.3,45.4,49.1,39.1,32.2,91,57,32,30.13,29.95,7,2,13,0,kcasanta225,38.462,-122.629,460
2014-4-23,70.2,55.3,38.5,47.7,41.1,34.1,84,61,34,30.15,30.08,7,2,13,0,kcasanta225,38.462,-122.629,460
2014-4-24,69,57.5,47.6,54.4,50.2,45.1,93,78,51,30.11,29.97,7,2,12,0,kcasanta225,38.462,-122.629,460
2014-4-25,55.7,50.9,43.3,52.2,47.8,41.7,95,89,75,29.97,29.77,4,0,6,0.29,kcasanta225,38.462,-122.629,460
2014-4-26,63.2,50.3,38.1,44.5,40,35,96,71,36,30.08,29.86,7,2,11,0.01,kcasanta225,38.462,-122.629,460
2014-4-27,66.2,54.8,46.9,52.8,46.8,42.1,96,76,46,30.13,30.02,6,2,9,0.05,kcasanta225,38.462,-122.629,460
2014-4-28,66.2,48.3,42.2,52.1,43.6,40,93,85,59,30.23,30.13,2,1,4,0,kcasanta225,38.462,-122.629,460
2014-5-17,79,64.1,48.3,54.2,49.1,41,91,61,39,29.96,29.89,5,2,9,0,kcasanta225,38.462,-122.629,460
2014-5-18,77.4,63.6,49.9,52.4,45.8,37.1,79,54,25,29.97,29.89,7,2,12,0,kcasanta225,38.462,-122.629,460
2014-5-19,70.6,59.6,50.9,49.9,46.8,43.7,83,64,39,29.94,29.88,8,2,13,0,kcasanta225,38.462,-122.629,460
2014-5-20,73.8,60.4,48.8,50.8,47.6,44.8,87,65,41,29.98,29.92,7,2,11,0,kcasanta225,38.462,-122.629,460
2014-5-21,78.4,61.4,47.8,55.5,50,45.1,94,70,38,29.97,29.88,5,2,9,0,kcasanta225,38.462,-122.629,460
2014-5-22,77.7,59.9,48.3,58.4,51.1,45.5,94,75,51,30.01,29.9,4,1,8,0,kcasanta225,38.462,-122.629,460
2014-5-23,82,63.9,49.9,59.4,53.3,47.7,94,71,44,30.02,29.89,4,1,6,0,kcasanta225,38.462,-122.629,460
2014-5-24,85.9,69.6,55.5,58.6,53.1,49,79,58,33,29.97,29.87,4,1,6,0,kcasanta225,38.462,-122.629,460
2014-5-25,92.7,71.9,51.2,54.2,47.6,41,85,48,20,29.96,29.86,6,2,9,0,kcasanta225,38.462,-122.629,460
2014-5-26,91.3,72.3,54.3,55.3,47.3,38.4,65,44,17,29.99,29.91,6,2,11,0,kcasanta225,38.462,-122.629,460
2014-5-27,83.4,65.9,46.5,48.9,44,36.1,87,49,24,30.02,29.93,5,1,9,0,kcasanta225,38.462,-122.629,460
2014-5-28,80.9,64.5,44,45.2,39.1,33.6,72,43,19,30.07,29.93,7,2,10,0,kcasanta225,38.462,-122.629,460
2014-5-29,82.8,65.4,47.6,46.6,41.7,31.9,79,47,18,29.96,29.86,7,2,9,0,kcasanta225,38.462,-122.629,460
2014-5-30,73.9,57,42.3,52.2,45.8,36.5,90,68,45,29.93,29.88,4,1,8,0,kcasanta225,38.462,-122.629,460
2014-5-31,79.3,58.5,44.3,55.8,48,41.8,93,72,36,29.97,29.89,4,1,7,0,kcasanta225,38.462,-122.629,460
