STATION,STATION_NAME,elev_m,lat_dd,lon_dd,date,MDPR,Source Flag,Time of Observation,DAPR,Source Flag,Time of Observation,PRCP,Measurement Flag,Source Flag,Time of Observation,TMAX,Quality Flag,Source Flag,Time of Observation,TMIN,Quality Flag,Source Flag,Time of Observation
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070330,-9999, ,9999,-9999, ,9999,0,P,0,1600,228, ,0,1600,28, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070331,-9999, ,9999,-9999, ,9999,0,P,0,1600,239, ,0,1600,39, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070401,-9999, ,9999,-9999, ,9999,0,P,0,1600,217, ,0,1600,50, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070402,-9999, ,9999,-9999, ,9999,0,P,0,1600,222, ,0,1600,44, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070403,-9999, ,9999,-9999, ,9999,0,P,0,1600,239, ,0,1600,39, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070404,-9999, ,9999,-9999, ,9999,0,P,0,1600,244, ,0,1600,61, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070405,-9999, ,9999,-9999, ,9999,0,P,0,1600,267, ,0,1600,83, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070406,-9999, ,9999,-9999, ,9999,0,P,0,1600,261, ,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070407,-9999, ,9999,-9999, ,9999,0,P,0,1600,200,I,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070408,-9999, ,9999,-9999, ,9999,0,P,0,1600,211, ,0,1600,50, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070409,-9999, ,9999,-9999, ,9999,0,P,0,1600,200, ,0,1600,83, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070410,-9999, ,9999,-9999, ,9999,0,P,0,1600,217, ,0,1600,50, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070411,-9999, ,9999,-9999, ,9999,89, ,0,1600,144,I,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070412,-9999, ,9999,-9999, ,9999,0,P,0,1600,178, ,0,1600,50, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070413,-9999, ,9999,-9999, ,9999,0,P,0,1600,222, ,0,1600,39, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070414,-9999, ,9999,-9999, ,9999,51, ,0,1600,194, ,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070415,-9999, ,9999,-9999, ,9999,0,P,0,1600,217, ,0,1600,67, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070416,-9999, ,9999,-9999, ,9999,0,P,0,1600,256, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070417,-9999, ,9999,-9999, ,9999,0,P,0,1600,172,I,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070418,-9999, ,9999,-9999, ,9999,0,P,0,1600,161, ,0,1600,44, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070419,-9999, ,9999,-9999, ,9999,0,P,0,1600,139, ,0,1600,28, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070420,-9999, ,9999,-9999, ,9999,76, ,0,1600,183, ,0,1600,22, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070421,-9999, ,9999,-9999, ,9999,127, ,0,1600,117,I,0,1600,33, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070422,-9999, ,9999,-9999, ,9999,178, ,0,1600,167, ,0,1600,72, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070423,-9999, ,9999,-9999, ,9999,0,P,0,1600,222, ,0,1600,39, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070424,-9999, ,9999,-9999, ,9999,0,P,0,1600,228, ,0,1600,39, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070425,-9999, ,9999,-9999, ,9999,0,P,0,1600,228, ,0,1600,56, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070426,-9999, ,9999,-9999, ,9999,0,P,0,1600,256, ,0,1600,56, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070427,-9999, ,9999,-9999, ,9999,0,P,0,1600,289, ,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070428,-9999, ,9999,-9999, ,9999,0,P,0,1600,272,I,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070429,-9999, ,9999,-9999, ,9999,0,P,0,1600,228,I,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070430,-9999, ,9999,-9999, ,9999,0,P,0,1600,272, ,0,1600,61, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070501,-9999, ,9999,-9999, ,9999,0,P,0,1600,217,I,0,1600,44, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070502,-9999, ,9999,-9999, ,9999,36, ,0,1600,189, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070503,-9999, ,9999,-9999, ,9999,0,P,0,1600,178, ,0,1600,44, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070504,-9999, ,9999,-9999, ,9999,58, ,0,1600,183, ,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070505,-9999, ,9999,-9999, ,9999,0,P,0,1600,233, ,0,1600,72, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070506,-9999, ,9999,-9999, ,9999,0,P,0,1600,306, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070507,-9999, ,9999,-9999, ,9999,0,P,0,1600,328, ,0,1600,189, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070508,-9999, ,9999,-9999, ,9999,0,P,0,1600,328, ,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070509,-9999, ,9999,-9999, ,9999,0,P,0,1600,267,I,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070510,-9999, ,9999,-9999, ,9999,0,P,0,1600,222,I,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070511,-9999, ,9999,-9999, ,9999,0,P,0,1600,228, ,0,1600,72, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070512,-9999, ,9999,-9999, ,9999,0,P,0,1600,206, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070513,-9999, ,9999,-9999, ,9999,0,P,0,1600,272, ,0,1600,50, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070514,-9999, ,9999,-9999, ,9999,0,P,0,1600,256, ,0,1600,67, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070515,-9999, ,9999,-9999, ,9999,0,P,0,1600,211,I,0,1600,67, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070516,-9999, ,9999,-9999, ,9999,0,P,0,1600,250, ,0,1600,72, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070517,-9999, ,9999,-9999, ,9999,0,P,0,1600,239, ,0,1600,67, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070518,-9999, ,9999,-9999, ,9999,0,P,0,1600,256, ,0,1600,67, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070519,-9999, ,9999,-9999, ,9999,0,P,0,1600,272, ,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070520,-9999, ,9999,-9999, ,9999,0,P,0,1600,278, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070521,-9999, ,9999,-9999, ,9999,0,P,0,1600,306, ,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070522,-9999, ,9999,-9999, ,9999,0,P,0,1600,306, ,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070523,-9999, ,9999,-9999, ,9999,0,P,0,1600,328, ,0,1600,83, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070524,-9999, ,9999,-9999, ,9999,0,P,0,1600,294,I,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070525,-9999, ,9999,-9999, ,9999,0,P,0,1600,289, ,0,1600,83, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070526,-9999, ,9999,-9999, ,9999,0,P,0,1600,256, ,0,1600,83, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070527,-9999, ,9999,-9999, ,9999,0,P,0,1600,228, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070528,-9999, ,9999,-9999, ,9999,0,P,0,1600,294, ,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070529,-9999, ,9999,-9999, ,9999,0,P,0,1600,256,I,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070530,-9999, ,9999,-9999, ,9999,0,P,0,1600,244, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070531,-9999, ,9999,-9999, ,9999,0,P,0,1600,233, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070601,-9999, ,9999,-9999, ,9999,0, ,0,1600,256, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070602,-9999, ,9999,-9999, ,9999,0, ,0,1600,256, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070603,-9999, ,9999,-9999, ,9999,0, ,0,1600,278, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070604,-9999, ,9999,-9999, ,9999,0, ,0,1600,244,I,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070605,-9999, ,9999,-9999, ,9999,0, ,0,1600,233, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070606,-9999, ,9999,-9999, ,9999,0, ,0,1600,250, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070607,-9999, ,9999,-9999, ,9999,0, ,0,1600,278, ,0,1600,72, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070608,-9999, ,9999,-9999, ,9999,0, ,0,1600,267, ,0,1600,67, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070609,-9999, ,9999,-9999, ,9999,0, ,0,1600,306, ,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070610,-9999, ,9999,-9999, ,9999,0, ,0,1600,289, ,0,1600,139, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070611,-9999, ,9999,-9999, ,9999,0, ,0,1600,300, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070612,-9999, ,9999,-9999, ,9999,0, ,0,1600,328, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070613,-9999, ,9999,-9999, ,9999,0, ,0,1600,378, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070614,-9999, ,9999,-9999, ,9999,0, ,0,1600,394, ,0,1600,144, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070615,-9999, ,9999,-9999, ,9999,0, ,0,1600,339,I,0,1600,144, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070616,-9999, ,9999,-9999, ,9999,0, ,0,1600,333, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070617,-9999, ,9999,-9999, ,9999,0, ,0,1600,333, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070618,-9999, ,9999,-9999, ,9999,0, ,0,1600,333, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070619,-9999, ,9999,-9999, ,9999,0, ,0,1600,339, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070620,-9999, ,9999,-9999, ,9999,0, ,0,1600,267, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070621,-9999, ,9999,-9999, ,9999,0, ,0,1600,317, ,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070622,-9999, ,9999,-9999, ,9999,0, ,0,1600,333, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070623,-9999, ,9999,-9999, ,9999,0, ,0,1600,306, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070624,-9999, ,9999,-9999, ,9999,0, ,0,1600,289, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070625,-9999, ,9999,-9999, ,9999,0, ,0,1600,350, ,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070626,-9999, ,9999,-9999, ,9999,0, ,0,1600,267,I,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070627,-9999, ,9999,-9999, ,9999,0, ,0,1600,278, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070628,-9999, ,9999,-9999, ,9999,0, ,0,1600,272, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070629,-9999, ,9999,-9999, ,9999,0, ,0,1600,261, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070630,-9999, ,9999,-9999, ,9999,0, ,0,1600,278, ,0,1600,89, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070701,-9999, ,9999,-9999, ,9999,0,P,0,1600,283, ,0,1600,83, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070702,-9999, ,9999,-9999, ,9999,0,P,0,1600,328, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070703,-9999, ,9999,-9999, ,9999,0,P,0,1600,333, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070704,-9999, ,9999,-9999, ,9999,0,P,0,1600,394, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070705,-9999, ,9999,-9999, ,9999,0,P,0,1600,372,I,0,1600,139, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070706,-9999, ,9999,-9999, ,9999,0,P,0,1600,361, ,0,1600,139, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070707,-9999, ,9999,-9999, ,9999,0,P,0,1600,244,I,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070708,-9999, ,9999,-9999, ,9999,0,P,0,1600,289, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070709,-9999, ,9999,-9999, ,9999,0,P,0,1600,283, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070710,-9999, ,9999,-9999, ,9999,0,P,0,1600,294, ,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070711,-9999, ,9999,-9999, ,9999,8, ,0,1600,256,I,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070712,-9999, ,9999,-9999, ,9999,0,P,0,1600,283, ,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070713,-9999, ,9999,-9999, ,9999,0,P,0,1600,306, ,0,1600,300,O,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070714,-9999, ,9999,-9999, ,9999,0,P,0,1600,317, ,0,1600,294,O,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070715,-9999, ,9999,-9999, ,9999,0,P,0,1600,322, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070716,-9999, ,9999,-9999, ,9999,0,P,0,1600,278,I,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070717,-9999, ,9999,-9999, ,9999,0,P,0,1600,278, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070718,-9999, ,9999,-9999, ,9999,0,T,0,1600,272, ,0,1600,178, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070719,-9999, ,9999,-9999, ,9999,0,P,0,1600,300, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070720,-9999, ,9999,-9999, ,9999,0,P,0,1600,283, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070721,-9999, ,9999,-9999, ,9999,0,P,0,1600,294, ,0,1600,133, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070722,-9999, ,9999,-9999, ,9999,0,P,0,1600,328, ,0,1600,133, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070723,-9999, ,9999,-9999, ,9999,0,P,0,1600,350, ,0,1600,144, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070724,-9999, ,9999,-9999, ,9999,0,P,0,1600,306,I,0,1600,144, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070725,-9999, ,9999,-9999, ,9999,0,P,0,1600,328, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070726,-9999, ,9999,-9999, ,9999,0,P,0,1600,278, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070727,-9999, ,9999,-9999, ,9999,0,P,0,1600,311, ,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070728,-9999, ,9999,-9999, ,9999,0,P,0,1600,311, ,0,1600,144, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070729,-9999, ,9999,-9999, ,9999,0,P,0,1600,278,I,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070730,-9999, ,9999,-9999, ,9999,0,P,0,1600,306, ,0,1600,139, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070731,-9999, ,9999,-9999, ,9999,0,P,0,1600,267,I,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070801,-9999, ,9999,-9999, ,9999,0, ,0,1600,294, ,0,1600,106, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070802,-9999, ,9999,-9999, ,9999,0, ,0,1600,294, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070803,-9999, ,9999,-9999, ,9999,0, ,0,1600,317, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070804,-9999, ,9999,-9999, ,9999,0, ,0,1600,367, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070805,-9999, ,9999,-9999, ,9999,0, ,0,1600,211,I,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070806,-9999, ,9999,-9999, ,9999,0, ,0,1600,189, ,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070807,-9999, ,9999,-9999, ,9999,0, ,0,1600,261, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070808,-9999, ,9999,-9999, ,9999,0, ,0,1600,250, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070809,-9999, ,9999,-9999, ,9999,0, ,0,1600,294, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070810,-9999, ,9999,-9999, ,9999,0, ,0,1600,311, ,0,1600,100, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070811,-9999, ,9999,-9999, ,9999,0, ,0,1600,306, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070812,-9999, ,9999,-9999, ,9999,0, ,0,1600,289, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070813,-9999, ,9999,-9999, ,9999,0, ,0,1600,311, ,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070814,-9999, ,9999,-9999, ,9999,0, ,0,1600,322, ,0,1600,72, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070815,-9999, ,9999,-9999, ,9999,0, ,0,1600,300,I,0,1600,78, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070816,-9999, ,9999,-9999, ,9999,0, ,0,1600,294, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070817,-9999, ,9999,-9999, ,9999,0, ,0,1600,322, ,0,1600,94, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070818,-9999, ,9999,-9999, ,9999,0, ,0,1600,300, ,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070819,-9999, ,9999,-9999, ,9999,0, ,0,1600,289, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070820,-9999, ,9999,-9999, ,9999,0, ,0,1600,322, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070821,-9999, ,9999,-9999, ,9999,0, ,0,1600,356, ,0,1600,133, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070822,-9999, ,9999,-9999, ,9999,0, ,0,1600,333,I,0,1600,144, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070823,-9999, ,9999,-9999, ,9999,0, ,0,1600,306,I,0,1600,133, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070824,-9999, ,9999,-9999, ,9999,0, ,0,1600,283, ,0,1600,133, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070825,-9999, ,9999,-9999, ,9999,0, ,0,1600,278, ,0,1600,133, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070826,-9999, ,9999,-9999, ,9999,0, ,0,1600,278, ,0,1600,128, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070827,-9999, ,9999,-9999, ,9999,0, ,0,1600,306, ,0,1600,111, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070828,-9999, ,9999,-9999, ,9999,0, ,0,1600,372, ,0,1600,117, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070829,-9999, ,9999,-9999, ,9999,0, ,0,1600,383, ,0,1600,167, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070830,-9999, ,9999,-9999, ,9999,0, ,0,1600,372,I,0,1600,172, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070831,-9999, ,9999,-9999, ,9999,0, ,0,1600,361, ,0,1600,172, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070901,-9999, ,9999,-9999, ,9999,0,P,0,1600,356, ,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070902,-9999, ,9999,-9999, ,9999,0,P,0,1600,372, ,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070903,-9999, ,9999,-9999, ,9999,0,P,0,1600,328,I,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070904,-9999, ,9999,-9999, ,9999,0,P,0,1600,272,I,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070905,-9999, ,9999,-9999, ,9999,0,P,0,1600,344, ,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070906,-9999, ,9999,-9999, ,9999,0,P,0,1600,306,I,0,1600,139, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070907,-9999, ,9999,-9999, ,9999,0,P,0,1600,244,I,0,1600,150, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070908,-9999, ,9999,-9999, ,9999,0,P,0,1600,283, ,0,1600,122, ,0,1600
GHCND:USC00048351,SONOMA CA US,29.6,38.29944,-122.46222,20070909,-9999, ,9999,-9999, ,9999,0,P,0,1600,244,I,0,1600,117, ,0,1600
