#,date,daily_events,in,mm
1,5/18/2009,3,0.03,0.6
2,5/19/2009,0,0,0
3,5/20/2009,0,0,0
4,5/21/2009,0,0,0
5,5/22/2009,0,0,0
6,5/23/2009,0,0,0
7,5/24/2009,0,0,0
8,5/25/2009,0,0,0
9,5/26/2009,0,0,0
10,5/27/2009,0,0,0
11,5/28/2009,0,0,0
12,5/29/2009,0,0,0
13,5/30/2009,0,0,0
14,5/31/2009,0,0,0
15,6/1/2009,0,0,0
16,6/2/2009,2,0.02,0.4
17,6/3/2009,5,0.05,1
18,6/4/2009,0,0,0
19,6/5/2009,0,0,0
20,6/6/2009,0,0,0
21,6/7/2009,0,0,0
22,6/8/2009,0,0,0
23,6/9/2009,0,0,0
24,6/10/2009,0,0,0
25,6/11/2009,0,0,0
26,6/12/2009,0,0,0
27,6/13/2009,0,0,0
28,6/14/2009,0,0,0
29,6/15/2009,0,0,0
30,6/16/2009,0,0,0
31,6/17/2009,0,0,0
32,6/18/2009,0,0,0
33,6/19/2009,0,0,0
34,6/20/2009,0,0,0
35,6/21/2009,0,0,0
36,6/22/2009,0,0,0
37,6/23/2009,0,0,0
38,6/24/2009,0,0,0
39,6/25/2009,0,0,0
40,6/26/2009,0,0,0
41,6/27/2009,0,0,0
42,6/28/2009,0,0,0
43,6/29/2009,0,0,0
44,6/30/2009,0,0,0
45,7/1/2009,0,0,0
46,7/2/2009,0,0,0
47,7/3/2009,0,0,0
48,7/4/2009,0,0,0
49,7/5/2009,0,0,0
50,7/6/2009,0,0,0
51,7/7/2009,0,0,0
52,7/8/2009,0,0,0
53,7/9/2009,0,0,0
54,7/10/2009,0,0,0
55,7/11/2009,0,0,0
56,7/12/2009,0,0,0
57,7/13/2009,0,0,0
58,7/14/2009,0,0,0
59,7/15/2009,0,0,0
60,7/16/2009,0,0,0
61,7/17/2009,0,0,0
62,7/18/2009,0,0,0
63,7/19/2009,0,0,0
64,7/20/2009,0,0,0
65,7/21/2009,0,0,0
66,7/22/2009,0,0,0
67,7/23/2009,0,0,0
68,7/24/2009,0,0,0
69,7/25/2009,0,0,0
70,7/26/2009,0,0,0
71,7/27/2009,0,0,0
72,7/28/2009,0,0,0
73,7/29/2009,0,0,0
74,7/30/2009,0,0,0
75,7/31/2009,0,0,0
76,8/1/2009,0,0,0
77,8/2/2009,0,0,0
78,8/3/2009,0,0,0
79,8/4/2009,0,0,0
80,8/5/2009,0,0,0
81,8/6/2009,0,0,0
82,8/7/2009,0,0,0
83,8/8/2009,0,0,0
84,8/9/2009,0,0,0
85,8/10/2009,0,0,0
86,8/11/2009,0,0,0
87,8/12/2009,0,0,0
88,8/13/2009,0,0,0
89,8/14/2009,0,0,0
90,8/15/2009,0,0,0
91,8/16/2009,0,0,0
92,8/17/2009,0,0,0
93,8/18/2009,0,0,0
94,8/19/2009,0,0,0
95,8/20/2009,0,0,0
96,8/21/2009,0,0,0
97,8/22/2009,0,0,0
98,8/23/2009,0,0,0
99,8/24/2009,0,0,0
100,8/25/2009,0,0,0
101,8/26/2009,0,0,0
102,8/27/2009,0,0,0
103,8/28/2009,0,0,0
104,8/29/2009,0,0,0
105,8/30/2009,0,0,0
106,8/31/2009,0,0,0
107,9/1/2009,0,0,0
108,9/2/2009,0,0,0
109,9/3/2009,0,0,0
