#,date,daily_events,in,mm
1,5/4/2006,1,0.01,0.2
2,5/5/2006,0,0,0
3,5/6/2006,0,0,0
4,5/7/2006,0,0,0
5,5/8/2006,0,0,0
6,5/9/2006,0,0,0
7,5/10/2006,0,0,0
8,5/11/2006,0,0,0
9,5/12/2006,0,0,0
10,5/13/2006,0,0,0
11,5/14/2006,0,0,0
12,5/15/2006,0,0,0
13,5/16/2006,0,0,0
14,5/17/2006,0,0,0
15,5/18/2006,0,0,0
16,5/19/2006,22,0.22,4.4
17,5/20/2006,0,0,0
18,5/21/2006,45,0.45,9
19,5/22/2006,2,0.02,0.4
20,5/23/2006,2,0.02,0.4
21,5/24/2006,3,0.03,0.6
22,5/25/2006,0,0,0
23,5/26/2006,0,0,0
24,5/27/2006,0,0,0
25,5/28/2006,0,0,0
26,5/29/2006,0,0,0
27,5/30/2006,0,0,0
28,5/31/2006,0,0,0
29,6/1/2006,0,0,0
30,6/2/2006,0,0,0
31,6/3/2006,0,0,0
32,6/4/2006,0,0,0
33,6/5/2006,0,0,0
34,6/6/2006,0,0,0
35,6/7/2006,0,0,0
36,6/8/2006,0,0,0
37,6/9/2006,0,0,0
38,6/10/2006,0,0,0
39,6/11/2006,0,0,0
40,6/12/2006,0,0,0
41,6/13/2006,0,0,0
42,6/14/2006,0,0,0
43,6/15/2006,0,0,0
44,6/16/2006,0,0,0
45,6/17/2006,0,0,0
46,6/18/2006,0,0,0
47,6/19/2006,0,0,0
48,6/20/2006,0,0,0
49,6/21/2006,0,0,0
50,6/22/2006,0,0,0
51,6/23/2006,0,0,0
52,6/24/2006,0,0,0
53,6/25/2006,0,0,0
54,6/26/2006,0,0,0
55,6/27/2006,0,0,0
56,6/28/2006,0,0,0
57,6/29/2006,0,0,0
58,6/30/2006,0,0,0
59,7/1/2006,0,0,0
60,7/2/2006,0,0,0
61,7/3/2006,0,0,0
62,7/4/2006,0,0,0
63,7/5/2006,0,0,0
64,7/6/2006,0,0,0
65,7/7/2006,0,0,0
66,7/8/2006,0,0,0
67,7/9/2006,0,0,0
68,7/10/2006,0,0,0
69,7/11/2006,0,0,0
70,7/12/2006,0,0,0
71,7/13/2006,0,0,0
72,7/14/2006,0,0,0
73,7/15/2006,0,0,0
74,7/16/2006,0,0,0
75,7/17/2006,0,0,0
76,7/18/2006,0,0,0
77,7/19/2006,0,0,0
78,7/20/2006,0,0,0
79,7/21/2006,0,0,0
80,7/22/2006,0,0,0
81,7/23/2006,0,0,0
82,7/24/2006,0,0,0
83,7/25/2006,0,0,0
84,7/26/2006,0,0,0
85,7/27/2006,0,0,0
