"","id","year","month","day","hour","hourly_events","hourly_ppt"
"79","sec",2006,11,11,2,13,0.13
"80","sec",2006,11,11,3,14,0.14
"81","sec",2006,11,11,4,16,0.16
"82","sec",2006,11,11,5,9,0.09
"83","sec",2006,11,11,6,1,0.01
"84","sec",2006,11,11,8,1,0.01
"85","sec",2006,11,12,22,2,0.02
"86","sec",2006,11,12,23,7,0.07
"87","sec",2006,11,13,0,4,0.04
"88","sec",2006,11,13,1,6,0.06
"89","sec",2006,11,13,2,3,0.03
"90","sec",2006,11,13,3,2,0.02
"91","sec",2006,11,13,4,5,0.05
"92","sec",2006,11,13,5,2,0.02
"93","sec",2006,11,13,6,3,0.03
"94","sec",2006,11,13,7,1,0.01
"95","sec",2006,11,13,8,2,0.02
"96","sec",2006,11,13,9,2,0.02
"97","sec",2006,11,13,10,2,0.02
"98","sec",2006,11,13,11,4,0.04
"99","sec",2006,11,13,12,4,0.04
"100","sec",2006,11,13,13,4,0.04
"101","sec",2006,11,13,14,14,0.14
"102","sec",2006,11,13,15,6,0.06
"103","sec",2006,11,13,16,13,0.13
"104","sec",2006,11,13,17,2,0.02
"105","sec",2006,11,13,18,5,0.05
"106","sec",2006,11,13,19,1,0.01
"107","sec",2006,11,13,20,1,0.01
"108","sec",2006,11,13,22,1,0.01
"109","sec",2006,11,15,14,1,0.01
"110","sec",2006,11,16,7,2,0.02
"111","sec",2006,11,16,8,1,0.01
"112","sec",2006,11,16,9,1,0.01
"113","sec",2006,11,16,11,1,0.01
"114","sec",2006,11,17,8,1,0.01
"115","sec",2006,11,22,19,2,0.02
"116","sec",2006,11,22,20,3,0.03
"117","sec",2006,11,22,21,1,0.01
"118","sec",2006,11,23,7,1,0.01
"119","sec",2006,11,26,10,9,0.09
"120","sec",2006,11,26,11,12,0.12
"121","sec",2006,11,26,12,8,0.08
"122","sec",2006,11,26,13,23,0.23
"123","sec",2006,11,26,14,53,0.53
"124","sec",2006,11,26,15,4,0.04
"125","sec",2006,11,26,23,1,0.01
"126","sec",2006,11,27,0,1,0.01
"127","sec",2006,11,27,2,1,0.01
"128","sec",2006,11,27,6,1,0.01
"129","sec",2006,11,28,10,1,0.01
"130","sec",2006,12,8,18,1,0.01
"131","sec",2006,12,8,19,11,0.11
"132","sec",2006,12,8,20,18,0.18
"133","sec",2006,12,8,21,24,0.24
"134","sec",2006,12,8,22,5,0.05
"135","sec",2006,12,8,23,5,0.05
"136","sec",2006,12,9,0,5,0.05
"137","sec",2006,12,9,1,2,0.02
"138","sec",2006,12,9,2,1,0.01
"139","sec",2006,12,9,4,4,0.04
"140","sec",2006,12,9,5,2,0.02
"141","sec",2006,12,9,6,1,0.01
"142","sec",2006,12,9,7,2,0.02
"143","sec",2006,12,9,12,1,0.01
"144","sec",2006,12,9,16,9,0.09
"145","sec",2006,12,9,17,10,0.1
"146","sec",2006,12,9,18,26,0.26
"147","sec",2006,12,9,19,7,0.07
"148","sec",2006,12,9,23,4,0.04
"149","sec",2006,12,10,0,1,0.01
"150","sec",2006,12,10,3,4,0.04
"151","sec",2006,12,10,5,15,0.15
"152","sec",2006,12,10,6,5,0.05
"153","sec",2006,12,10,7,3,0.03
"154","sec",2006,12,10,8,6,0.06
"155","sec",2006,12,10,9,1,0.01
"156","sec",2006,12,11,12,1,0.01
"157","sec",2006,12,11,13,2,0.02
"158","sec",2006,12,11,14,1,0.01
"159","sec",2006,12,11,19,10,0.1
"160","sec",2006,12,11,20,17,0.17
"161","sec",2006,12,11,21,18,0.18
"162","sec",2006,12,11,22,19,0.19
"163","sec",2006,12,11,23,22,0.22
"164","sec",2006,12,12,0,10,0.1
"165","sec",2006,12,12,1,6,0.06
"166","sec",2006,12,12,2,5,0.05
"167","sec",2006,12,12,3,3,0.03
"168","sec",2006,12,12,4,2,0.02
"169","sec",2006,12,12,5,3,0.03
"170","sec",2006,12,12,6,2,0.02
"171","sec",2006,12,12,7,5,0.05
"172","sec",2006,12,12,8,4,0.04
"173","sec",2006,12,12,9,1,0.01
"174","sec",2006,12,12,23,1,0.01
"175","sec",2006,12,13,6,1,0.01
"176","sec",2006,12,13,8,1,0.01
"177","sec",2006,12,13,9,1,0.01
"178","sec",2006,12,13,11,1,0.01
"179","sec",2006,12,13,13,1,0.01
"180","sec",2006,12,13,14,1,0.01
"181","sec",2006,12,13,15,2,0.02
"182","sec",2006,12,13,16,1,0.01
"183","sec",2006,12,13,17,1,0.01
"184","sec",2006,12,13,18,1,0.01
"185","sec",2006,12,14,0,1,0.01
"186","sec",2006,12,14,3,1,0.01
"187","sec",2006,12,14,4,1,0.01
"188","sec",2006,12,14,5,1,0.01
"189","sec",2006,12,14,7,1,0.01
"190","sec",2006,12,14,22,2,0.02
"191","sec",2006,12,14,23,4,0.04
"192","sec",2006,12,15,0,4,0.04
"193","sec",2006,12,15,1,1,0.01
"194","sec",2006,12,15,8,1,0.01
"195","sec",2006,12,21,8,2,0.02
"196","sec",2006,12,21,9,18,0.18
"197","sec",2006,12,21,10,10,0.1
"198","sec",2006,12,21,11,17,0.17
"199","sec",2006,12,21,12,17,0.17
"200","sec",2006,12,21,13,7,0.07
"201","sec",2006,12,21,14,4,0.04
"202","sec",2006,12,21,16,18,0.18
"203","sec",2006,12,21,17,3,0.03
"204","sec",2006,12,21,18,2,0.02
"205","sec",2006,12,26,7,1,0.01
"206","sec",2006,12,26,9,6,0.06
"207","sec",2006,12,26,10,5,0.05
"208","sec",2006,12,26,11,12,0.12
"209","sec",2006,12,26,12,11,0.11
"210","sec",2006,12,26,13,14,0.14
"211","sec",2006,12,26,14,16,0.16
"212","sec",2006,12,26,15,27,0.27
"213","sec",2006,12,26,16,56,0.56
"214","sec",2006,12,26,17,35,0.35
"215","sec",2006,12,26,18,13,0.13
"216","sec",2006,12,26,20,24,0.24
"217","sec",2006,12,26,22,4,0.04
"218","sec",2006,12,27,0,2,0.02
"219","sec",2006,12,27,1,13,0.13
"220","sec",2006,12,27,2,12,0.12
"221","sec",2007,1,3,15,1,0.01
"222","sec",2007,1,3,16,3,0.03
"223","sec",2007,1,3,17,3,0.03
"224","sec",2007,1,3,18,5,0.05
"225","sec",2007,1,3,19,7,0.07
"226","sec",2007,1,3,20,5,0.05
"227","sec",2007,1,3,21,1,0.01
"228","sec",2007,1,4,0,1,0.01
"229","sec",2007,1,4,4,1,0.01
"230","sec",2007,1,4,7,1,0.01
"231","sec",2007,1,4,9,4,0.04
"232","sec",2007,1,4,10,1,0.01
"233","sec",2007,1,26,16,4,0.04
"234","sec",2007,1,26,17,2,0.02
"235","sec",2007,1,26,21,1,0.01
"236","sec",2007,1,26,23,1,0.01
"237","sec",2007,1,27,0,7,0.07
"238","sec",2007,1,27,1,3,0.03
"239","sec",2007,1,27,2,2,0.02
"240","sec",2007,1,27,4,1,0.01
"241","sec",2007,1,27,5,1,0.01
"242","sec",2007,2,7,6,2,0.02
"243","sec",2007,2,7,10,1,0.01
"244","sec",2007,2,7,11,2,0.02
"245","sec",2007,2,7,12,2,0.02
"246","sec",2007,2,7,13,5,0.05
"247","sec",2007,2,7,14,1,0.01
"248","sec",2007,2,7,15,15,0.15
"249","sec",2007,2,7,16,8,0.08
"250","sec",2007,2,7,17,22,0.22
"251","sec",2007,2,7,18,18,0.18
"252","sec",2007,2,7,19,7,0.07
"253","sec",2007,2,8,8,1,0.01
"254","sec",2007,2,8,12,10,0.1
"255","sec",2007,2,8,13,19,0.19
"256","sec",2007,2,8,14,18,0.18
"257","sec",2007,2,8,15,13,0.13
"258","sec",2007,2,8,16,9,0.09
"259","sec",2007,2,8,17,3,0.03
"260","sec",2007,2,8,18,13,0.13
"261","sec",2007,2,8,19,16,0.16
"262","sec",2007,2,8,20,35,0.35
"263","sec",2007,2,8,21,7,0.07
"264","sec",2007,2,8,22,5,0.05
"265","sec",2007,2,8,23,10,0.1
"266","sec",2007,2,9,0,9,0.09
"267","sec",2007,2,9,1,1,0.01
"268","sec",2007,2,9,4,1,0.01
"269","sec",2007,2,9,5,1,0.01
"270","sec",2007,2,9,6,6,0.06
"271","sec",2007,2,9,7,9,0.09
"272","sec",2007,2,9,8,5,0.05
"273","sec",2007,2,9,9,4,0.04
"274","sec",2007,2,9,10,8,0.08
"275","sec",2007,2,9,11,17,0.17
"276","sec",2007,2,9,12,2,0.02
"277","sec",2007,2,9,13,11,0.11
"278","sec",2007,2,9,14,6,0.06
"279","sec",2007,2,9,15,7,0.07
"280","sec",2007,2,9,16,14,0.14
"281","sec",2007,2,9,17,16,0.16
"282","sec",2007,2,9,18,3,0.03
"283","sec",2007,2,9,19,6,0.06
"284","sec",2007,2,9,20,3,0.03
"285","sec",2007,2,9,21,9,0.09
"286","sec",2007,2,9,22,16,0.16
"287","sec",2007,2,9,23,8,0.08
"288","sec",2007,2,10,0,3,0.03
"289","sec",2007,2,10,2,2,0.02
"290","sec",2007,2,10,3,17,0.17
"291","sec",2007,2,10,4,9,0.09
"292","sec",2007,2,10,5,11,0.11
"293","sec",2007,2,10,6,12,0.12
"294","sec",2007,2,10,7,7,0.07
"295","sec",2007,2,10,8,4,0.04
"296","sec",2007,2,10,9,8,0.08
"297","sec",2007,2,10,10,2,0.02
"298","sec",2007,2,10,11,4,0.04
"299","sec",2007,2,10,12,7,0.07
"300","sec",2007,2,10,13,6,0.06
"301","sec",2007,2,10,14,6,0.06
"302","sec",2007,2,10,15,2,0.02
"303","sec",2007,2,10,16,3,0.03
"304","sec",2007,2,10,17,3,0.03
"305","sec",2007,2,10,18,6,0.06
"306","sec",2007,2,10,19,4,0.04
"307","sec",2007,2,10,20,11,0.11
"308","sec",2007,2,10,21,9,0.09
"309","sec",2007,2,10,22,4,0.04
"310","sec",2007,2,11,2,1,0.01
"311","sec",2007,2,11,6,1,0.01
"312","sec",2007,2,12,12,5,0.05
"313","sec",2007,2,12,13,11,0.11
"314","sec",2007,2,12,14,2,0.02
"315","sec",2007,2,12,15,17,0.17
"316","sec",2007,2,12,16,5,0.05
"317","sec",2007,2,12,22,1,0.01
"318","sec",2007,2,21,3,1,0.01
"319","sec",2007,2,21,5,1,0.01
"320","sec",2007,2,21,6,2,0.02
"321","sec",2007,2,21,7,7,0.07
"322","sec",2007,2,21,8,2,0.02
"323","sec",2007,2,21,9,2,0.02
"324","sec",2007,2,21,13,1,0.01
"325","sec",2007,2,21,14,1,0.01
"326","sec",2007,2,21,20,2,0.02
"327","sec",2007,2,21,21,2,0.02
"328","sec",2007,2,21,22,1,0.01
"329","sec",2007,2,21,23,1,0.01
"330","sec",2007,2,22,0,2,0.02
"331","sec",2007,2,22,1,12,0.12
"332","sec",2007,2,22,2,14,0.14
"333","sec",2007,2,22,3,12,0.12
"334","sec",2007,2,22,4,7,0.07
"335","sec",2007,2,22,5,15,0.15
"336","sec",2007,2,22,6,14,0.14
"337","sec",2007,2,22,7,3,0.03
"338","sec",2007,2,22,8,1,0.01
"339","sec",2007,2,22,9,1,0.01
"340","sec",2007,2,22,12,3,0.03
"341","sec",2007,2,22,15,1,0.01
"342","sec",2007,2,22,16,1,0.01
"343","sec",2007,2,24,11,8,0.08
"344","sec",2007,2,24,12,6,0.06
"345","sec",2007,2,24,13,1,0.01
"346","sec",2007,2,24,16,1,0.01
"347","sec",2007,2,24,17,2,0.02
"348","sec",2007,2,24,18,1,0.01
"349","sec",2007,2,24,19,22,0.22
"350","sec",2007,2,24,20,24,0.24
"351","sec",2007,2,24,21,18,0.18
"352","sec",2007,2,24,22,2,0.02
"353","sec",2007,2,24,23,1,0.01
"354","sec",2007,2,25,3,3,0.03
"355","sec",2007,2,25,4,4,0.04
"356","sec",2007,2,25,5,5,0.05
"357","sec",2007,2,25,6,4,0.04
"358","sec",2007,2,25,7,5,0.05
"359","sec",2007,2,25,13,1,0.01
"360","sec",2007,2,25,19,1,0.01
"361","sec",2007,2,26,1,1,0.01
"362","sec",2007,2,26,2,4,0.04
"363","sec",2007,2,26,3,2,0.02
"364","sec",2007,2,26,4,2,0.02
"365","sec",2007,2,26,5,2,0.02
"366","sec",2007,2,26,7,1,0.01
"367","sec",2007,2,26,10,6,0.06
"368","sec",2007,2,26,11,2,0.02
"369","sec",2007,2,26,12,9,0.09
"370","sec",2007,2,26,13,25,0.25
"371","sec",2007,2,26,14,3,0.03
"372","sec",2007,2,26,15,1,0.01
"373","sec",2007,2,26,16,4,0.04
"374","sec",2007,2,26,20,2,0.02
"375","sec",2007,2,26,21,1,0.01
"376","sec",2007,2,26,22,1,0.01
"377","sec",2007,2,27,0,2,0.02
"378","sec",2007,2,27,2,1,0.01
"379","sec",2007,2,27,8,3,0.03
"380","sec",2007,2,27,10,7,0.07
"381","sec",2007,2,27,11,5,0.05
"382","sec",2007,2,27,13,8,0.08
"383","sec",2007,2,27,14,8,0.08
"384","sec",2007,2,27,15,7,0.07
"385","sec",2007,2,27,16,3,0.03
"386","sec",2007,2,27,17,2,0.02
"387","sec",2007,2,27,18,2,0.02
"388","sec",2007,2,27,21,2,0.02
"389","sec",2007,2,28,0,1,0.01
"390","sec",2007,3,26,10,1,0.01
"391","sec",2007,3,26,11,17,0.17
"392","sec",2007,3,26,12,17,0.17
"393","sec",2007,3,26,13,6,0.06
"394","sec",2007,3,26,14,5,0.05
"395","sec",2007,3,26,15,1,0.01
"396","sec",2007,4,11,4,2,0.02
"397","sec",2007,4,11,6,1,0.01
"398","sec",2007,4,11,7,19,0.19
"399","sec",2007,4,11,8,1,0.01
"400","sec",2007,4,11,12,2,0.02
"401","sec",2007,4,11,16,2,0.02
"402","sec",2007,4,14,5,1,0.01
"403","sec",2007,4,14,6,1,0.01
"404","sec",2007,4,14,8,6,0.06
"405","sec",2007,4,14,9,4,0.04
"406","sec",2007,4,14,10,1,0.01
"407","sec",2007,4,14,11,1,0.01
"408","sec",2007,4,14,12,2,0.02
"409","sec",2007,4,18,13,2,0.02
