"","id","year","month","day","hour","hourly_events","hourly_ppt"
"558","sugarloaf",2008,10,3,20,2,0.02
"559","sugarloaf",2008,10,3,21,2,0.02
"560","sugarloaf",2008,10,3,22,1,0.01
"561","sugarloaf",2008,10,3,23,2,0.02
"562","sugarloaf",2008,10,4,0,1,0.01
"563","sugarloaf",2008,10,4,2,1,0.01
"564","sugarloaf",2008,10,4,3,1,0.01
"565","sugarloaf",2008,10,4,5,1,0.01
"566","sugarloaf",2008,10,4,6,1,0.01
"567","sugarloaf",2008,10,4,7,1,0.01
"568","sugarloaf",2008,10,4,8,4,0.04
"569","sugarloaf",2008,10,4,9,7,0.07
"570","sugarloaf",2008,10,4,10,4,0.04
"571","sugarloaf",2008,10,4,11,2,0.02
"572","sugarloaf",2008,10,4,12,1,0.01
"573","sugarloaf",2008,10,4,13,4,0.04
"574","sugarloaf",2008,10,4,14,3,0.03
"575","sugarloaf",2008,10,4,15,4,0.04
"576","sugarloaf",2008,10,4,16,3,0.03
"577","sugarloaf",2008,10,4,17,1,0.01
"578","sugarloaf",2008,10,4,19,1,0.01
"579","sugarloaf",2008,10,4,21,2,0.02
"580","sugarloaf",2008,10,5,2,1,0.01
"581","sugarloaf",2008,10,5,11,1,0.01
"582","sugarloaf",2008,10,5,19,2,0.02
"583","sugarloaf",2008,10,6,12,1,0.01
"584","sugarloaf",2008,10,7,4,1,0.01
"585","sugarloaf",2008,10,8,8,1,0.01
"586","sugarloaf",2008,10,30,15,1,0.01
"587","sugarloaf",2008,10,30,16,2,0.02
"588","sugarloaf",2008,10,30,18,2,0.02
"589","sugarloaf",2008,10,30,20,1,0.01
"590","sugarloaf",2008,10,31,1,1,0.01
"591","sugarloaf",2008,10,31,3,2,0.02
"592","sugarloaf",2008,10,31,4,1,0.01
"593","sugarloaf",2008,10,31,6,1,0.01
"594","sugarloaf",2008,10,31,10,1,0.01
"595","sugarloaf",2008,10,31,23,2,0.02
"596","sugarloaf",2008,11,1,15,1,0.01
"597","sugarloaf",2008,11,2,7,1,0.01
"598","sugarloaf",2008,11,2,21,1,0.01
"599","sugarloaf",2008,11,3,16,2,0.02
"600","sugarloaf",2008,11,4,12,1,0.01
"601","sugarloaf",2008,11,5,14,1,0.01
"602","sugarloaf",2008,11,6,10,1,0.01
"603","sugarloaf",2008,11,7,10,2,0.02
"604","sugarloaf",2008,11,8,6,1,0.01
"605","sugarloaf",2008,11,9,12,1,0.01
"606","sugarloaf",2008,11,10,14,2,0.02
"607","sugarloaf",2008,11,12,4,1,0.01
"608","sugarloaf",2008,11,13,9,1,0.01
"609","sugarloaf",2008,11,16,17,1,0.01
"610","sugarloaf",2008,11,19,3,1,0.01
"611","sugarloaf",2008,11,22,7,1,0.01
"612","sugarloaf",2008,11,25,3,1,0.01
"613","sugarloaf",2008,11,28,15,1,0.01
"614","sugarloaf",2008,12,3,11,2,0.02
"615","sugarloaf",2008,12,14,13,2,0.02
"616","sugarloaf",2008,12,14,14,2,0.02
"617","sugarloaf",2008,12,14,15,1,0.01
"618","sugarloaf",2008,12,14,17,1,0.01
"619","sugarloaf",2008,12,14,18,1,0.01
"620","sugarloaf",2008,12,14,21,1,0.01
"621","sugarloaf",2008,12,15,0,1,0.01
"622","sugarloaf",2008,12,15,3,1,0.01
"623","sugarloaf",2008,12,15,5,1,0.01
"624","sugarloaf",2008,12,15,9,2,0.02
"625","sugarloaf",2008,12,15,12,1,0.01
"626","sugarloaf",2008,12,15,17,2,0.02
"627","sugarloaf",2008,12,15,21,2,0.02
"628","sugarloaf",2008,12,16,4,1,0.01
"629","sugarloaf",2008,12,16,10,12,0.12
"630","sugarloaf",2008,12,16,11,11,0.11
"631","sugarloaf",2008,12,16,12,13,0.13
"632","sugarloaf",2008,12,16,13,11,0.11
"633","sugarloaf",2008,12,16,14,16,0.16
"634","sugarloaf",2008,12,16,15,12,0.12
"635","sugarloaf",2008,12,18,14,1,0.01
"636","sugarloaf",2008,12,18,15,6,0.06
"637","sugarloaf",2008,12,18,16,1,0.01
"638","sugarloaf",2008,12,18,18,3,0.03
"639","sugarloaf",2008,12,18,20,1,0.01
"640","sugarloaf",2008,12,18,21,7,0.07
"641","sugarloaf",2008,12,18,22,6,0.06
"642","sugarloaf",2008,12,18,23,5,0.05
"643","sugarloaf",2008,12,19,0,5,0.05
"644","sugarloaf",2008,12,19,1,5,0.05
"645","sugarloaf",2008,12,19,2,5,0.05
"646","sugarloaf",2008,12,19,3,6,0.06
"647","sugarloaf",2008,12,19,4,7,0.07
"648","sugarloaf",2008,12,19,5,5,0.05
"649","sugarloaf",2008,12,19,6,2,0.02
"650","sugarloaf",2008,12,19,7,1,0.01
"651","sugarloaf",2008,12,20,10,1,0.01
"652","sugarloaf",2008,12,21,8,1,0.01
"653","sugarloaf",2008,12,21,9,1,0.01
"654","sugarloaf",2008,12,21,10,3,0.03
"655","sugarloaf",2008,12,21,11,4,0.04
"656","sugarloaf",2008,12,21,12,3,0.03
"657","sugarloaf",2008,12,21,13,3,0.03
"658","sugarloaf",2008,12,21,14,6,0.06
"659","sugarloaf",2008,12,21,15,4,0.04
"660","sugarloaf",2008,12,21,16,5,0.05
"661","sugarloaf",2008,12,21,17,7,0.07
"662","sugarloaf",2008,12,21,18,7,0.07
"663","sugarloaf",2008,12,21,19,6,0.06
"664","sugarloaf",2008,12,21,20,3,0.03
"665","sugarloaf",2008,12,21,21,4,0.04
"666","sugarloaf",2008,12,21,22,3,0.03
"667","sugarloaf",2008,12,21,23,3,0.03
"668","sugarloaf",2008,12,22,0,4,0.04
"669","sugarloaf",2008,12,22,1,2,0.02
"670","sugarloaf",2008,12,22,2,1,0.01
"671","sugarloaf",2008,12,22,18,4,0.04
"672","sugarloaf",2008,12,22,20,1,0.01
"673","sugarloaf",2008,12,23,22,1,0.01
"674","sugarloaf",2008,12,23,23,3,0.03
"675","sugarloaf",2008,12,24,1,4,0.04
"676","sugarloaf",2008,12,24,2,3,0.03
"677","sugarloaf",2008,12,24,3,4,0.04
"678","sugarloaf",2008,12,24,4,3,0.03
"679","sugarloaf",2008,12,24,5,4,0.04
"680","sugarloaf",2008,12,24,6,5,0.05
"681","sugarloaf",2008,12,24,7,5,0.05
"682","sugarloaf",2008,12,24,8,5,0.05
"683","sugarloaf",2008,12,24,9,6,0.06
"684","sugarloaf",2008,12,24,10,5,0.05
"685","sugarloaf",2008,12,24,11,4,0.04
"686","sugarloaf",2008,12,24,12,2,0.02
"687","sugarloaf",2008,12,24,13,3,0.03
"688","sugarloaf",2008,12,24,14,4,0.04
"689","sugarloaf",2008,12,24,15,1,0.01
"690","sugarloaf",2008,12,24,16,2,0.02
"691","sugarloaf",2008,12,24,17,2,0.02
"692","sugarloaf",2008,12,24,18,2,0.02
"693","sugarloaf",2008,12,24,19,4,0.04
"694","sugarloaf",2008,12,24,20,2,0.02
"695","sugarloaf",2008,12,24,21,4,0.04
"696","sugarloaf",2008,12,24,22,4,0.04
"697","sugarloaf",2008,12,24,23,4,0.04
"698","sugarloaf",2008,12,25,0,5,0.05
"699","sugarloaf",2008,12,25,1,5,0.05
"700","sugarloaf",2008,12,25,2,5,0.05
"701","sugarloaf",2008,12,25,3,7,0.07
"702","sugarloaf",2008,12,25,4,7,0.07
"703","sugarloaf",2008,12,25,5,7,0.07
"704","sugarloaf",2008,12,25,6,6,0.06
"705","sugarloaf",2008,12,25,7,6,0.06
"706","sugarloaf",2008,12,25,8,8,0.08
"707","sugarloaf",2008,12,25,9,8,0.08
"708","sugarloaf",2008,12,25,10,6,0.06
"709","sugarloaf",2008,12,25,11,4,0.04
"710","sugarloaf",2008,12,25,12,4,0.04
"711","sugarloaf",2008,12,25,13,2,0.02
"712","sugarloaf",2008,12,25,14,2,0.02
"713","sugarloaf",2008,12,25,15,2,0.02
"714","sugarloaf",2008,12,25,16,3,0.03
"715","sugarloaf",2008,12,25,17,2,0.02
"716","sugarloaf",2008,12,25,18,3,0.03
"717","sugarloaf",2008,12,25,19,1,0.01
"718","sugarloaf",2008,12,25,20,1,0.01
"719","sugarloaf",2008,12,27,12,1,0.01
"720","sugarloaf",2008,12,27,13,1,0.01
"721","sugarloaf",2008,12,27,15,1,0.01
"722","sugarloaf",2008,12,27,16,1,0.01
"723","sugarloaf",2008,12,27,17,2,0.02
"724","sugarloaf",2008,12,27,18,1,0.01
"725","sugarloaf",2008,12,28,2,1,0.01
"726","sugarloaf",2009,1,1,4,1,0.01
"727","sugarloaf",2009,1,2,2,1,0.01
"728","sugarloaf",2009,1,2,4,4,0.04
"729","sugarloaf",2009,1,2,5,1,0.01
"730","sugarloaf",2009,1,2,6,3,0.03
"731","sugarloaf",2009,1,2,7,5,0.05
"732","sugarloaf",2009,1,2,8,5,0.05
"733","sugarloaf",2009,1,2,9,4,0.04
"734","sugarloaf",2009,1,2,10,4,0.04
"735","sugarloaf",2009,1,2,11,5,0.05
"736","sugarloaf",2009,1,2,12,2,0.02
"737","sugarloaf",2009,1,2,13,3,0.03
"738","sugarloaf",2009,1,2,14,2,0.02
"739","sugarloaf",2009,1,2,15,1,0.01
"740","sugarloaf",2009,1,2,16,2,0.02
"741","sugarloaf",2009,1,2,17,2,0.02
"742","sugarloaf",2009,1,2,18,1,0.01
"743","sugarloaf",2009,1,5,8,2,0.02
"744","sugarloaf",2009,1,5,9,2,0.02
"745","sugarloaf",2009,1,5,10,1,0.01
"746","sugarloaf",2009,1,5,11,3,0.03
"747","sugarloaf",2009,1,5,13,1,0.01
"748","sugarloaf",2009,1,8,1,1,0.01
"749","sugarloaf",2009,1,21,16,2,0.02
"750","sugarloaf",2009,1,21,19,1,0.01
"751","sugarloaf",2009,1,21,20,2,0.02
"752","sugarloaf",2009,1,21,21,1,0.01
"753","sugarloaf",2009,1,22,3,1,0.01
"754","sugarloaf",2009,1,22,4,7,0.07
"755","sugarloaf",2009,1,22,5,6,0.06
"756","sugarloaf",2009,1,22,6,2,0.02
"757","sugarloaf",2009,1,22,10,3,0.03
"758","sugarloaf",2009,1,22,11,1,0.01
"759","sugarloaf",2009,1,22,12,1,0.01
"760","sugarloaf",2009,1,23,11,3,0.03
"761","sugarloaf",2009,1,23,12,1,0.01
"762","sugarloaf",2009,1,23,14,4,0.04
"763","sugarloaf",2009,1,23,15,2,0.02
"764","sugarloaf",2009,1,23,19,2,0.02
"765","sugarloaf",2009,1,23,20,3,0.03
"766","sugarloaf",2009,1,24,1,3,0.03
"767","sugarloaf",2009,1,24,2,2,0.02
"768","sugarloaf",2009,2,5,4,6,0.06
"769","sugarloaf",2009,2,5,5,4,0.04
"770","sugarloaf",2009,2,5,7,3,0.03
"771","sugarloaf",2009,2,5,8,3,0.03
"772","sugarloaf",2009,2,5,9,3,0.03
"773","sugarloaf",2009,2,5,10,4,0.04
"774","sugarloaf",2009,2,5,11,1,0.01
"775","sugarloaf",2009,2,5,12,1,0.01
"776","sugarloaf",2009,2,5,14,1,0.01
"777","sugarloaf",2009,2,5,16,1,0.01
"778","sugarloaf",2009,2,5,17,2,0.02
"779","sugarloaf",2009,2,5,18,3,0.03
"780","sugarloaf",2009,2,6,3,1,0.01
"781","sugarloaf",2009,2,6,5,1,0.01
"782","sugarloaf",2009,2,6,6,11,0.11
"783","sugarloaf",2009,2,6,7,8,0.08
"784","sugarloaf",2009,2,6,8,12,0.12
"785","sugarloaf",2009,2,6,9,13,0.13
"786","sugarloaf",2009,2,6,10,10,0.1
"787","sugarloaf",2009,2,6,11,10,0.1
"788","sugarloaf",2009,2,8,9,2,0.02
"789","sugarloaf",2009,2,8,12,4,0.04
"790","sugarloaf",2009,2,8,17,2,0.02
"791","sugarloaf",2009,2,8,18,6,0.06
"792","sugarloaf",2009,2,8,19,6,0.06
"793","sugarloaf",2009,2,8,20,10,0.1
"794","sugarloaf",2009,2,8,21,4,0.04
"795","sugarloaf",2009,2,9,6,1,0.01
"796","sugarloaf",2009,2,10,19,3,0.03
"797","sugarloaf",2009,2,10,20,6,0.06
"798","sugarloaf",2009,2,10,21,5,0.05
"799","sugarloaf",2009,2,10,22,8,0.08
"800","sugarloaf",2009,2,10,23,6,0.06
"801","sugarloaf",2009,2,11,0,8,0.08
"802","sugarloaf",2009,2,11,1,5,0.05
"803","sugarloaf",2009,2,11,2,4,0.04
"804","sugarloaf",2009,2,11,3,4,0.04
"805","sugarloaf",2009,2,11,4,2,0.02
"806","sugarloaf",2009,2,11,8,2,0.02
"807","sugarloaf",2009,2,11,9,5,0.05
"808","sugarloaf",2009,2,11,10,4,0.04
"809","sugarloaf",2009,2,11,11,1,0.01
"810","sugarloaf",2009,2,11,12,1,0.01
"811","sugarloaf",2009,2,11,13,2,0.02
"812","sugarloaf",2009,2,11,14,4,0.04
"813","sugarloaf",2009,2,11,15,2,0.02
"814","sugarloaf",2009,2,11,16,4,0.04
"815","sugarloaf",2009,2,11,17,2,0.02
"816","sugarloaf",2009,2,11,18,2,0.02
"817","sugarloaf",2009,2,11,19,3,0.03
"818","sugarloaf",2009,2,11,20,3,0.03
"819","sugarloaf",2009,2,11,21,2,0.02
"820","sugarloaf",2009,2,11,22,1,0.01
"821","sugarloaf",2009,2,12,23,1,0.01
"822","sugarloaf",2009,2,13,0,3,0.03
"823","sugarloaf",2009,2,13,1,6,0.06
"824","sugarloaf",2009,2,13,2,5,0.05
"825","sugarloaf",2009,2,13,3,9,0.09
"826","sugarloaf",2009,2,13,4,10,0.1
"827","sugarloaf",2009,2,13,5,7,0.07
"828","sugarloaf",2009,2,13,6,4,0.04
"829","sugarloaf",2009,2,13,7,4,0.04
"830","sugarloaf",2009,2,13,8,3,0.03
"831","sugarloaf",2009,2,13,9,2,0.02
"832","sugarloaf",2009,2,13,10,2,0.02
"833","sugarloaf",2009,2,13,11,1,0.01
"834","sugarloaf",2009,2,13,15,2,0.02
"835","sugarloaf",2009,2,13,16,1,0.01
"836","sugarloaf",2009,2,13,17,1,0.01
"837","sugarloaf",2009,2,13,18,2,0.02
"838","sugarloaf",2009,2,13,19,1,0.01
"839","sugarloaf",2009,2,13,20,1,0.01
"840","sugarloaf",2009,2,13,21,2,0.02
"841","sugarloaf",2009,2,13,23,1,0.01
"842","sugarloaf",2009,2,14,0,1,0.01
"843","sugarloaf",2009,2,14,1,1,0.01
"844","sugarloaf",2009,2,14,2,1,0.01
"845","sugarloaf",2009,2,14,4,2,0.02
"846","sugarloaf",2009,2,14,5,1,0.01
"847","sugarloaf",2009,2,14,7,1,0.01
"848","sugarloaf",2009,2,14,8,1,0.01
"849","sugarloaf",2009,2,14,9,1,0.01
"850","sugarloaf",2009,2,14,10,1,0.01
"851","sugarloaf",2009,2,14,11,1,0.01
"852","sugarloaf",2009,2,14,12,1,0.01
"853","sugarloaf",2009,2,14,13,2,0.02
"854","sugarloaf",2009,2,14,14,2,0.02
"855","sugarloaf",2009,2,14,15,2,0.02
"856","sugarloaf",2009,2,14,16,1,0.01
"857","sugarloaf",2009,2,14,17,1,0.01
"858","sugarloaf",2009,2,14,18,2,0.02
"859","sugarloaf",2009,2,14,20,1,0.01
"860","sugarloaf",2009,2,14,21,1,0.01
"861","sugarloaf",2009,2,14,22,1,0.01
"862","sugarloaf",2009,2,15,0,1,0.01
"863","sugarloaf",2009,2,15,2,1,0.01
"864","sugarloaf",2009,2,15,3,1,0.01
"865","sugarloaf",2009,2,15,5,2,0.02
"866","sugarloaf",2009,2,15,6,2,0.02
"867","sugarloaf",2009,2,15,7,2,0.02
"868","sugarloaf",2009,2,15,8,3,0.03
"869","sugarloaf",2009,2,15,9,2,0.02
"870","sugarloaf",2009,2,15,10,3,0.03
"871","sugarloaf",2009,2,15,11,2,0.02
"872","sugarloaf",2009,2,15,12,3,0.03
"873","sugarloaf",2009,2,15,13,3,0.03
"874","sugarloaf",2009,2,15,14,4,0.04
"875","sugarloaf",2009,2,15,15,4,0.04
"876","sugarloaf",2009,2,15,16,2,0.02
"877","sugarloaf",2009,2,15,17,3,0.03
"878","sugarloaf",2009,2,15,18,3,0.03
"879","sugarloaf",2009,2,15,19,3,0.03
"880","sugarloaf",2009,2,15,20,5,0.05
"881","sugarloaf",2009,2,15,21,3,0.03
"882","sugarloaf",2009,2,15,22,3,0.03
"883","sugarloaf",2009,2,15,23,3,0.03
"884","sugarloaf",2009,2,16,0,6,0.06
"885","sugarloaf",2009,2,16,1,3,0.03
"886","sugarloaf",2009,2,16,2,5,0.05
"887","sugarloaf",2009,2,16,3,4,0.04
"888","sugarloaf",2009,2,16,4,5,0.05
"889","sugarloaf",2009,2,16,5,5,0.05
"890","sugarloaf",2009,2,16,6,5,0.05
"891","sugarloaf",2009,2,16,7,3,0.03
"892","sugarloaf",2009,2,16,8,4,0.04
"893","sugarloaf",2009,2,16,9,4,0.04
"894","sugarloaf",2009,2,16,10,4,0.04
"895","sugarloaf",2009,2,16,11,4,0.04
"896","sugarloaf",2009,2,16,12,5,0.05
"897","sugarloaf",2009,2,16,13,3,0.03
"898","sugarloaf",2009,2,16,14,5,0.05
"899","sugarloaf",2009,2,16,15,2,0.02
"900","sugarloaf",2009,2,16,16,4,0.04
"901","sugarloaf",2009,2,16,17,5,0.05
"902","sugarloaf",2009,2,16,18,3,0.03
"903","sugarloaf",2009,2,16,19,3,0.03
"904","sugarloaf",2009,2,16,20,2,0.02
"905","sugarloaf",2009,2,16,21,3,0.03
"906","sugarloaf",2009,2,16,22,3,0.03
"907","sugarloaf",2009,2,16,23,4,0.04
"908","sugarloaf",2009,2,17,0,3,0.03
"909","sugarloaf",2009,2,17,1,3,0.03
"910","sugarloaf",2009,2,17,2,3,0.03
"911","sugarloaf",2009,2,17,3,3,0.03
"912","sugarloaf",2009,2,17,4,2,0.02
"913","sugarloaf",2009,2,17,5,2,0.02
"914","sugarloaf",2009,2,17,6,4,0.04
"915","sugarloaf",2009,2,17,7,2,0.02
"916","sugarloaf",2009,2,17,8,3,0.03
"917","sugarloaf",2009,2,17,9,2,0.02
"918","sugarloaf",2009,2,17,10,4,0.04
"919","sugarloaf",2009,2,17,11,3,0.03
"920","sugarloaf",2009,2,17,12,3,0.03
"921","sugarloaf",2009,2,17,13,4,0.04
"922","sugarloaf",2009,2,17,14,2,0.02
"923","sugarloaf",2009,2,17,15,4,0.04
"924","sugarloaf",2009,2,17,16,2,0.02
"925","sugarloaf",2009,2,17,17,4,0.04
"926","sugarloaf",2009,2,17,18,2,0.02
"927","sugarloaf",2009,2,17,19,3,0.03
"928","sugarloaf",2009,2,17,20,3,0.03
"929","sugarloaf",2009,2,17,21,3,0.03
"930","sugarloaf",2009,2,17,22,4,0.04
"931","sugarloaf",2009,2,17,23,3,0.03
"932","sugarloaf",2009,2,18,0,3,0.03
"933","sugarloaf",2009,2,18,1,2,0.02
"934","sugarloaf",2009,2,18,2,2,0.02
"935","sugarloaf",2009,2,18,3,5,0.05
"936","sugarloaf",2009,2,18,4,2,0.02
"937","sugarloaf",2009,2,18,5,2,0.02
"938","sugarloaf",2009,2,18,6,2,0.02
"939","sugarloaf",2009,2,18,7,2,0.02
"940","sugarloaf",2009,2,18,8,2,0.02
"941","sugarloaf",2009,2,18,9,3,0.03
"942","sugarloaf",2009,2,18,10,3,0.03
"943","sugarloaf",2009,2,18,11,1,0.01
"944","sugarloaf",2009,2,18,12,3,0.03
"945","sugarloaf",2009,2,18,13,3,0.03
"946","sugarloaf",2009,2,18,14,2,0.02
"947","sugarloaf",2009,2,18,15,1,0.01
"948","sugarloaf",2009,2,18,16,1,0.01
"949","sugarloaf",2009,2,18,17,2,0.02
"950","sugarloaf",2009,2,18,18,1,0.01
"951","sugarloaf",2009,2,18,19,2,0.02
"952","sugarloaf",2009,2,18,20,1,0.01
"953","sugarloaf",2009,2,18,21,1,0.01
"954","sugarloaf",2009,2,18,22,1,0.01
"955","sugarloaf",2009,2,18,23,1,0.01
"956","sugarloaf",2009,2,19,0,1,0.01
"957","sugarloaf",2009,2,19,1,1,0.01
"958","sugarloaf",2009,2,19,2,1,0.01
"959","sugarloaf",2009,2,19,3,1,0.01
"960","sugarloaf",2009,2,19,5,2,0.02
"961","sugarloaf",2009,2,19,6,1,0.01
"962","sugarloaf",2009,2,19,7,1,0.01
"963","sugarloaf",2009,2,19,8,1,0.01
"964","sugarloaf",2009,2,19,10,2,0.02
"965","sugarloaf",2009,2,19,11,2,0.02
"966","sugarloaf",2009,2,19,12,1,0.01
"967","sugarloaf",2009,2,19,13,1,0.01
"968","sugarloaf",2009,2,19,14,1,0.01
"969","sugarloaf",2009,2,19,15,2,0.02
"970","sugarloaf",2009,2,19,17,1,0.01
"971","sugarloaf",2009,2,19,18,1,0.01
"972","sugarloaf",2009,2,19,20,1,0.01
"973","sugarloaf",2009,2,19,22,1,0.01
"974","sugarloaf",2009,2,19,23,2,0.02
"975","sugarloaf",2009,2,20,1,2,0.02
"976","sugarloaf",2009,2,20,2,2,0.02
"977","sugarloaf",2009,2,20,3,1,0.01
"978","sugarloaf",2009,2,20,5,1,0.01
"979","sugarloaf",2009,2,20,6,1,0.01
"980","sugarloaf",2009,2,20,8,1,0.01
"981","sugarloaf",2009,2,20,10,1,0.01
"982","sugarloaf",2009,2,20,11,1,0.01
"983","sugarloaf",2009,2,20,12,2,0.02
"984","sugarloaf",2009,2,20,14,1,0.01
"985","sugarloaf",2009,2,20,15,1,0.01
"986","sugarloaf",2009,2,20,17,1,0.01
"987","sugarloaf",2009,2,20,19,1,0.01
"988","sugarloaf",2009,2,20,22,1,0.01
"989","sugarloaf",2009,2,21,1,1,0.01
"990","sugarloaf",2009,2,21,4,1,0.01
"991","sugarloaf",2009,2,21,7,2,0.02
"992","sugarloaf",2009,2,21,11,1,0.01
"993","sugarloaf",2009,2,21,13,1,0.01
"994","sugarloaf",2009,2,21,17,1,0.01
"995","sugarloaf",2009,2,21,21,2,0.02
"996","sugarloaf",2009,2,22,2,1,0.01
"997","sugarloaf",2009,2,22,6,2,0.02
"998","sugarloaf",2009,2,22,11,2,0.02
"999","sugarloaf",2009,2,22,14,1,0.01
"1000","sugarloaf",2009,2,22,19,1,0.01
"1001","sugarloaf",2009,2,22,23,1,0.01
"1002","sugarloaf",2009,2,23,5,1,0.01
"1003","sugarloaf",2009,2,23,10,1,0.01
"1004","sugarloaf",2009,2,23,17,1,0.01
"1005","sugarloaf",2009,2,24,0,1,0.01
"1006","sugarloaf",2009,2,24,12,1,0.01
"1007","sugarloaf",2009,2,24,21,1,0.01
"1008","sugarloaf",2009,2,25,12,2,0.02
"1009","sugarloaf",2009,2,25,22,1,0.01
"1010","sugarloaf",2009,2,26,12,2,0.02
"1011","sugarloaf",2009,2,27,2,2,0.02
"1012","sugarloaf",2009,2,27,8,1,0.01
"1013","sugarloaf",2009,2,27,9,23,0.23
"1014","sugarloaf",2009,2,27,10,27,0.27
"1015","sugarloaf",2009,2,27,11,30,0.3
"1016","sugarloaf",2009,2,27,12,25,0.25
"1017","sugarloaf",2009,2,27,13,22,0.22
"1018","sugarloaf",2009,2,27,14,20,0.2
"1019","sugarloaf",2009,2,27,15,18,0.18
"1020","sugarloaf",2009,2,27,16,16,0.16
"1021","sugarloaf",2009,2,27,17,14,0.14
"1022","sugarloaf",2009,2,27,18,13,0.13
"1023","sugarloaf",2009,2,27,19,9,0.09
"1024","sugarloaf",2009,2,27,20,9,0.09
"1025","sugarloaf",2009,2,27,21,8,0.08
"1026","sugarloaf",2009,2,27,22,6,0.06
"1027","sugarloaf",2009,2,27,23,7,0.07
"1028","sugarloaf",2009,2,28,0,6,0.06
"1029","sugarloaf",2009,2,28,1,5,0.05
"1030","sugarloaf",2009,2,28,2,6,0.06
"1031","sugarloaf",2009,2,28,3,3,0.03
"1032","sugarloaf",2009,2,28,4,1,0.01
"1033","sugarloaf",2009,3,1,2,1,0.01
"1034","sugarloaf",2009,3,1,4,3,0.03
"1035","sugarloaf",2009,3,1,5,3,0.03
"1036","sugarloaf",2009,3,1,6,6,0.06
"1037","sugarloaf",2009,3,1,7,7,0.07
"1038","sugarloaf",2009,3,1,8,4,0.04
"1039","sugarloaf",2009,3,1,9,6,0.06
"1040","sugarloaf",2009,3,1,10,6,0.06
"1041","sugarloaf",2009,3,1,11,5,0.05
"1042","sugarloaf",2009,3,1,12,5,0.05
"1043","sugarloaf",2009,3,1,13,5,0.05
"1044","sugarloaf",2009,3,1,14,5,0.05
"1045","sugarloaf",2009,3,1,15,3,0.03
"1046","sugarloaf",2009,3,1,16,5,0.05
"1047","sugarloaf",2009,3,1,17,2,0.02
"1048","sugarloaf",2009,3,1,18,2,0.02
"1049","sugarloaf",2009,3,1,19,3,0.03
"1050","sugarloaf",2009,3,1,20,4,0.04
"1051","sugarloaf",2009,3,1,21,3,0.03
"1052","sugarloaf",2009,3,1,22,3,0.03
"1053","sugarloaf",2009,3,1,23,5,0.05
"1054","sugarloaf",2009,3,2,0,4,0.04
"1055","sugarloaf",2009,3,2,1,5,0.05
"1056","sugarloaf",2009,3,2,2,5,0.05
"1057","sugarloaf",2009,3,2,3,6,0.06
"1058","sugarloaf",2009,3,2,4,4,0.04
"1059","sugarloaf",2009,3,2,5,3,0.03
"1060","sugarloaf",2009,3,2,6,4,0.04
"1061","sugarloaf",2009,3,2,7,5,0.05
"1062","sugarloaf",2009,3,2,8,3,0.03
"1063","sugarloaf",2009,3,2,9,3,0.03
"1064","sugarloaf",2009,3,2,10,3,0.03
"1065","sugarloaf",2009,3,2,11,3,0.03
"1066","sugarloaf",2009,3,2,12,4,0.04
"1067","sugarloaf",2009,3,2,13,2,0.02
"1068","sugarloaf",2009,3,2,14,4,0.04
"1069","sugarloaf",2009,3,2,15,2,0.02
"1070","sugarloaf",2009,3,2,16,2,0.02
"1071","sugarloaf",2009,3,2,17,2,0.02
"1072","sugarloaf",2009,3,2,18,2,0.02
"1073","sugarloaf",2009,3,2,19,3,0.03
"1074","sugarloaf",2009,3,2,20,1,0.01
"1075","sugarloaf",2009,3,2,21,2,0.02
"1076","sugarloaf",2009,3,2,22,1,0.01
"1077","sugarloaf",2009,3,2,23,1,0.01
"1078","sugarloaf",2009,3,3,0,1,0.01
"1079","sugarloaf",2009,3,3,1,2,0.02
"1080","sugarloaf",2009,3,3,2,1,0.01
"1081","sugarloaf",2009,3,3,3,1,0.01
"1082","sugarloaf",2009,3,3,4,1,0.01
"1083","sugarloaf",2009,3,3,5,1,0.01
"1084","sugarloaf",2009,3,3,6,1,0.01
"1085","sugarloaf",2009,3,3,7,1,0.01
"1086","sugarloaf",2009,3,3,8,1,0.01
"1087","sugarloaf",2009,3,3,9,1,0.01
"1088","sugarloaf",2009,3,3,11,1,0.01
"1089","sugarloaf",2009,3,3,12,1,0.01
"1090","sugarloaf",2009,3,3,13,1,0.01
"1091","sugarloaf",2009,3,3,14,1,0.01
"1092","sugarloaf",2009,3,3,16,1,0.01
"1093","sugarloaf",2009,3,3,18,1,0.01
"1094","sugarloaf",2009,3,3,20,1,0.01
"1095","sugarloaf",2009,3,3,21,1,0.01
"1096","sugarloaf",2009,3,3,23,1,0.01
"1097","sugarloaf",2009,3,4,1,1,0.01
"1098","sugarloaf",2009,3,4,3,2,0.02
"1099","sugarloaf",2009,3,4,5,1,0.01
"1100","sugarloaf",2009,3,4,8,2,0.02
"1101","sugarloaf",2009,3,4,10,1,0.01
"1102","sugarloaf",2009,3,4,12,1,0.01
"1103","sugarloaf",2009,3,4,14,1,0.01
"1104","sugarloaf",2009,3,4,16,1,0.01
"1105","sugarloaf",2009,3,4,18,1,0.01
"1106","sugarloaf",2009,3,4,22,1,0.01
"1107","sugarloaf",2009,3,5,2,1,0.01
"1108","sugarloaf",2009,3,5,6,1,0.01
"1109","sugarloaf",2009,3,5,10,2,0.02
"1110","sugarloaf",2009,3,5,15,1,0.01
"1111","sugarloaf",2009,3,5,19,1,0.01
