#,date,daily_events,in,mm
1,5/1/2011,1,0.01,0.2
2,5/2/2011,0,0,0
3,5/3/2011,0,0,0
4,5/4/2011,0,0,0
5,5/5/2011,0,0,0
6,5/6/2011,0,0,0
7,5/7/2011,0,0,0
8,5/8/2011,0,0,0
9,5/9/2011,0,0,0
10,5/10/2011,0,0,0
11,5/11/2011,0,0,0
12,5/12/2011,0,0,0
13,5/13/2011,0,0,0
14,5/14/2011,2,0.02,0.4
15,5/15/2011,26,0.26,5.2
16,5/16/2011,4,0.04,0.8
17,5/17/2011,3,0.03,0.6
18,5/18/2011,3,0.03,0.6
19,5/19/2011,1,0.01,0.2
20,5/20/2011,1,0.01,0.2
21,5/21/2011,1,0.01,0.2
22,5/22/2011,1,0.01,0.2
23,5/23/2011,1,0.01,0.2
24,5/24/2011,0,0,0
25,5/25/2011,1,0.01,0.2
26,5/26/2011,0,0,0
27,5/27/2011,1,0.01,0.2
28,5/28/2011,0,0,0
29,5/29/2011,1,0.01,0.2
